id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address_line_1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
5758,ADVANCED VERTICAL SOLTNS LLC,,,ELEVATOR CONTRACTOR,,,TIGARD,OR,,(503) 876-3696,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedverticalsolt.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:52,,,,,,,
5762,ADVANCED WELDING & STEEL INC,,,CONSTRUCTION CONTRACTOR,,,GRANGEVILLE,ID,,(208) 983-7608,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedweldingandst.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:54,,,,,,,
5764,ADVANCED WIRELESS/LOGSTCS INC,,,CONSTRUCTION CONTRACTOR,,,Aubrey,TX,,(817) 313-9045,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedwirelesslogs.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:54,,,,,,,
5766,ADVANTA CLEAN OF CENTRAL SEA,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(360) 201-0372,,,,,,,,,,,,,,True,General Contractor,,https://www.advantacleanofcentra.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:54,,,,,,,
5767,ADVANTACLEAN OF SOUTHWEST WA,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 909-0854,,,,,,,,,,,,,,True,General Contractor,,https://www.advantacleanofsouthw.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:55,,,,,,,
5856,ADYOU,,,CONSTRUCTION CONTRACTOR,,,RENTON,WA,,(425) 985-8318,,,,,,,,,,,,,,True,General Contractor,,https://www.adyou.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:12,,,,,,,
5774,ADVANTAGE BUILDERS INC,,,CONSTRUCTION CONTRACTOR,,,SEQUIM,WA,,(360) 683-8992,,,,,,,,,,,,,,True,General Contractor,,https://www.advantagebuildersinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:55,,,,,,,
5840,ADVENTURE ROOFING LLC,,,CONSTRUCTION CONTRACTOR,,,AURORA,OR,,(503) 678-1517,,,,,,,,,,,,,,True,Roofing,,https://www.adventureroofingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:09,,,,,,,
5843,ADVENTURES LANDSCAPING LLC,,,CONSTRUCTION CONTRACTOR,,,LONGVIEW,WA,,(360) 375-3350,,,,,,,,,,,,,,True,General Contractor,,https://www.adventureslandscapin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:10,,,,,,,
5842,ADVENTURES IN WOOD LTD,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(971) 246-2336,,,,,,,,,,,,,,True,General Contractor,,https://www.adventuresinwoodltd.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:10,,,,,,,
5851,Advntg Plstrng & Gnrl Cnt LLC,,,CONSTRUCTION CONTRACTOR,,,YAKIMA,WA,,(509) 728-5235,,,,,,,,,,,,,,True,General Contractor,,https://www.advntgplstrngandgnrl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:11,,,,,,,
5849,ADVNCD SEAMLS RAIN GUTRS & SRV,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(509) 466-9337,,,,,,,,,,,,,,True,General Contractor,,https://www.advncdseamlsraingutr.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:11,,,,,,,
5852,Advocate Telecom Inc,,,ELECTRICAL CONTRACTOR,,,EVERETT,WA,,(425) 374-7907,,,,,,,,,,,,,,True,General Contractor,,https://www.advocatetelecominc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:12,,,,,,,
5853,ADW COMMUNICATIONS SRVCS INC,,,CONSTRUCTION CONTRACTOR,,,SCOTTSDALE,AZ,,(480) 291-6820,,,,,,,,,,,,,,True,General Contractor,,https://www.adwcommunicationssrv.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:12,,,,,,,
21259,BLUE STAR INSTLLTN &RENVTN INC,,,CONSTRUCTION CONTRACTOR,,,Vancouver,WA,,(360) 314-7613,,,,,,,,,,,,,,True,General Contractor,,https://www.bluestarinstlltnandr.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:27:54,,,,,,,
5769,ADVANTACLEAN OF THE EASTSIDE,,,CONSTRUCTION CONTRACTOR,,,MUKILTEO,WA,,(425) 420-5067,,,,,,,,,,,,,,True,General Contractor,,https://www.advantacleanoftheeas.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:55,,,,,,,
5932,AEROTECH COATINGS LLC,,,CONSTRUCTION CONTRACTOR,,,MARYSVILLE,WA,,(360) 659-0511,,,,,,,,,,,,,,True,General Contractor,,https://www.aerotechcoatingsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:28,,,,,,,
5935,AES CLEAN TECHNOLOGY INC,,,CONSTRUCTION CONTRACTOR,,,MONTGOMERYVILLE,PA,,(215) 393-6810,,,,,,,,,,,,,,True,General Contractor,,https://www.aescleantechnologyin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:28,,,,,,,
5940,AESTHETE STUDIO LLC,,,CONSTRUCTION CONTRACTOR,,,Redmond,WA,,(847) 687-2286,,,,,,,,,,,,,,True,General Contractor,,https://www.aesthetestudiollc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:29,,,,,,,
5939,AES UTILITY LLC,,,CONSTRUCTION CONTRACTOR,,,BUCKLEY,WA,,(360) 829-1763,,,,,,,,,,,,,,True,General Contractor,,https://www.aesutilityllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:29,,,,,,,
5942,AESTHETIC FABRICATION LLC,,,CONSTRUCTION CONTRACTOR,,,FERNDALE,WA,,(360) 398-3923,,,,,,,,,,,,,,True,General Contractor,,https://www.aestheticfabrication.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:30,,,,,,,
5946,Aesthetic Ironworks LLC,,,CONSTRUCTION CONTRACTOR,,,CLARKSTON,WA,,(509) 520-8819,,,,,,,,,,,,,,True,General Contractor,,https://www.aestheticironworksll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:30,,,,,,,
5949,AESTHETIC TRANSFORMATIONS,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(509) 842-6679,,,,,,,,,,,,,,True,General Contractor,,https://www.aesthetictransformat.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:31,,,,,,,
5951,AESTHETICS BUILDER LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 951-3245,,,,,,,,,,,,,,True,General Contractor,,https://www.aestheticsbuilderllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:31,,,,,,,
5899,AEGIS INTEGRATED PEST MGMT LLC,,,CONSTRUCTION CONTRACTOR,,,MARYSVILLE,WA,,(360) 920-8645,,,,,,,,,,,,,,True,General Contractor,,https://www.aegisintegratedpestm.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:21,,,,,,,
5953,AETHELING INSTALLATIONS LLC,,,CONSTRUCTION CONTRACTOR,,,YELM,WA,,(253) 888-2470,,,,,,,,,,,,,,True,General Contractor,,https://www.aethelinginstallatio.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:32,,,,,,,
5956,AF CONTRACTORS GROUP LLC,,,CONSTRUCTION CONTRACTOR,,,EDMOND,OK,,(405) 720-2400,,,,,,,,,,,,,,True,General Contractor,,https://www.afcontractorsgroupll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:32,,,,,,,
5957,AF HONEST HOME SERVICES LLC,,,ELECTRICAL CONTRACTOR,,,Spokane,WA,,(509) 904-7977,,,,,,,,,,,,,,True,General Contractor,,https://www.afhonesthomeservices.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:33,,,,,,,
5959,AF QUALITY SIDING LLC,,,CONSTRUCTION CONTRACTOR,,,MOUNT VERNON,WA,,(360) 540-5167,,,,,,,,,,,,,,True,General Contractor,,https://www.afqualitysidingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:33,,,,,,,
5961,AF TILE LLC,,,CONSTRUCTION CONTRACTOR,,,Woodinville,WA,,(781) 526-8940,,,,,,,,,,,,,,True,General Contractor,,https://www.aftilellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:33,,,,,,,
5962,AF WOODWORKING LLC,,,CONSTRUCTION CONTRACTOR,,,SHORELINE,WA,,(206) 452-4566,,,,,,,,,,,,,,True,General Contractor,,https://www.afwoodworkingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:34,,,,,,,
5963,AFAB HOME & OFFICE MAINT & RPR,,,CONSTRUCTION CONTRACTOR,,,SPANGLE,WA,,(509) 869-1764,,,,,,,,,,,,,,True,General Contractor,,https://www.afabhomeandofficemai.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:34,,,,,,,
5964,AFAKASI CONSTRUCTION LLC,,,CONSTRUCTION CONTRACTOR,,,BREMERTON,WA,,(564) 214-3458,,,,,,,,,,,,,,True,General Contractor,,https://www.afakasiconstructionl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:34,,,,,,,
5954,AETHEON COMMUNICATIONS INC,,,CONSTRUCTION CONTRACTOR,,,PUYALLUP,WA,,(253) 376-8226,,,,,,,,,,,,,,True,General Contractor,,https://www.aetheoncommunication.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:32,,,,,,,
5900,AEGIS ITS INC,,,ELECTRICAL CONTRACTOR,,,ANAHEIM,CA,,(714) 575-5734,,,,,,,,,,,,,,True,General Contractor,,https://www.aegisitsinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:21,,,,,,,
5902,AEGIS SORTATION LLC,,,CONSTRUCTION CONTRACTOR,,,LOUISVILLE,KY,,(502) 472-3830,,,,,,,,,,,,,,True,General Contractor,,https://www.aegissortationllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:22,,,,,,,
5905,AEI Drywall LLC,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 948-1763,,,,,,,,,,,,,,True,General Contractor,,https://www.aeidrywallllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:22,,,,,,,
5906,AEI Electric LLC,,,ELECTRICAL CONTRACTOR,,,RICHLAND,WA,,(509) 943-1543,,,,,,,,,,,,,,True,Electrical,,https://www.aeielectricllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:22,,,,,,,
5975,AFFINITY COATINGS EXPERTS CO,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(360) 490-4586,,,,,,,,,,,,,,True,General Contractor,,https://www.affinitycoatingsexpe.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:36,,,,,,,
5907,AEIFORIA ENERGY LLC,,,CONSTRUCTION CONTRACTOR,,,FEDERAL WAY,WA,,(206) 375-7365,,,,,,,,,,,,,,True,General Contractor,,https://www.aeiforiaenergyllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:23,,,,,,,
5911,AEM RESTORATION,,,CONSTRUCTION CONTRACTOR,,,Snohomish,WA,,(971) 264-8798,,,,,,,,,,,,,,True,General Contractor,,https://www.aemrestoration.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:23,,,,,,,
5912,AEON MECHANICAL LLC,,,PLUMBING CONTRACTOR,,,SUMAS,WA,,(360) 949-2800,,,,,,,,,,,,,,True,General Contractor,,https://www.aeonmechanicalllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:24,,,,,,,
5928,AERO-LAC INC,,,CONSTRUCTION CONTRACTOR,,,BUCKLEY,WA,,(206) 762-0440,,,,,,,,,,,,,,True,General Contractor,,https://www.aerolacinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:27,,,,,,,
5914,AER LLC,,,CONSTRUCTION CONTRACTOR,,,BATTLE GROUND,WA,,(503) 705-9376,,,,,,,,,,,,,,True,General Contractor,,https://www.aerllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:24,,,,,,,
5915,AERA LLC,,,CONSTRUCTION CONTRACTOR,,,PUYALLUP,WA,,(253) 954-6173,,,,,,,,,,,,,,True,General Contractor,,https://www.aerallc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:24,,,,,,,
5917,AERIAL ROOTS TREE SERVICE LLC,,,CONSTRUCTION CONTRACTOR,,,TEKOA,WA,,(206) 293-7711,,,,,,,,,,,,,,True,General Contractor,,https://www.aerialrootstreeservi.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:25,,,,,,,
5974,Affinity Building LLC,,,CONSTRUCTION CONTRACTOR,,,POULSBO,WA,,(360) 535-9553,,,,,,,,,,,,,,True,General Contractor,,https://www.affinitybuildingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:36,,,,,,,
5921,AERO CONCRETE LLC,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 513-1795,,,,,,,,,,,,,,True,General Contractor,,https://www.aeroconcretellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:25,,,,,,,
5920,Aero Bridgeworks Inc,,,CONSTRUCTION CONTRACTOR,,,MARIETTA,GA,,(770) 423-4200,,,,,,,,,,,,,,True,General Contractor,,https://www.aerobridgeworksinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:25,,,,,,,
5926,AERO PLUMBING,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(509) 389-6503,,,,,,,,,,,,,,True,Plumbing,,https://www.aeroplumbing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:26,,,,,,,
5925,AERO ELECTRIC,,,ELECTRICAL CONTRACTOR,,,ROY,WA,,(360) 894-2100,,,,,,,,,,,,,,True,Electrical,,https://www.aeroelectric.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:26,,,,,,,
5927,AERO POWER VAC INC,,,CONSTRUCTION CONTRACTOR,,,MISSOULA,MT,,(406) 721-1297,,,,,,,,,,,,,,True,General Contractor,,https://www.aeropowervacinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:27,,,,,,,
5913,AEON NW LLC,,,ELECTRICAL CONTRACTOR,,,SHELTON,WA,,(360) 490-0541,,,,,,,,,,,,,,True,General Contractor,,https://www.aeonnwllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:26:24,,,,,,,
5636,ADVANCED LOCKING SOLUTIONS INC,,,CONSTRUCTION CONTRACTOR,,,BEAVERTON,OR,,(503) 644-1671,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedlockingsolut.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:28,,,,,,,
5637,ADVANCED M & D SALES INC,,,CONSTRUCTION CONTRACTOR,,,PORTLAND,OR,,(503) 284-7601,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmanddsalesin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:28,,,,,,,
5647,ADVANCED MECHANICAL INC.,,,CONSTRUCTION CONTRACTOR,,,BROWNSVILLE,OR,,(541) 466-3939,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmechanicalin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5650,ADVANCED MECHANICAL SYS INC,,,ELECTRICAL CONTRACTOR,,,SPOKANE VALLEY,WA,,(509) 534-0547,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmechanicalsy.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5649,ADVANCED MECHANICAL SRVCS INC,,,CONSTRUCTION CONTRACTOR,,,SEABECK,WA,,(360) 340-6635,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmechanicalsr.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5653,ADVANCED MECHANICAL/ELECT INC,,,ELECTRICAL CONTRACTOR,,,Deer Meadows,WA,,(509) 961-2577,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmechanicalel.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5655,ADVANCED METAL CREATIONS,,,CONSTRUCTION CONTRACTOR,,,WENATCHEE,WA,,(509) 679-9492,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmetalcreatio.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5657,ADVANCED MOBILE WELDING,,,CONSTRUCTION CONTRACTOR,,,GRANITE FALLS,WA,,(360) 567-5578,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmobileweldin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:33,,,,,,,
5659,ADVANCED NUCLEAR LLC,,,CONSTRUCTION CONTRACTOR,,,LANCASTER,PA,,(717) 399-5289,,,,,,,,,,,,,,True,General Contractor,,https://www.advancednuclearllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:33,,,,,,,
5660,ADVANCED NW CONCEPTS LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 365-8920,,,,,,,,,,,,,,True,General Contractor,,https://www.advancednwconceptsll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:33,,,,,,,
5663,ADVANCED ORGANIC PRDT PLMT LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 337-5948,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedorganicprdtp.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:34,,,,,,,
5665,ADVANCED PAINT & CONST LLC,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 222-0516,,,,,,,,,,,,,,True,Painting,,https://www.advancedpaintandcons.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:34,,,,,,,
5668,ADVANCED PAINTING CONTRS LLC,,,CONSTRUCTION CONTRACTOR,,,RIDGEFIELD,WA,,(360) 607-1106,,,,,,,,,,,,,,True,Painting,,https://www.advancedpaintingcont.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:34,,,,,,,
5671,ADVANCED PIPE LINING TECH LLC,,,CONSTRUCTION CONTRACTOR,,,GIG HARBOR,WA,,(253) 205-4098,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedpipeliningte.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:34,,,,,,,
5682,ADVANCED POOL COATINGS,,,CONSTRUCTION CONTRACTOR,,,LOOMIS,CA,,(916) 773-1883,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedpoolcoatings.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:37,,,,,,,
5656,ADVANCED METAL SYSTEMS INC,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 253-7103,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedmetalsystems.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:31,,,,,,,
5601,ADVANCED HOME REPAIR,,,CONSTRUCTION CONTRACTOR,,,KITTITAS,WA,,(509) 968-3455,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhomerepair.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:21,,,,,,,
5600,ADVANCED HOME REPAIR,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 350-4146,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhomerepair.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:21,,,,,,,
5606,ADVANCED HOME TECHNOLOGIES LLC,,,ELECTRICAL CONTRACTOR,,,ANACORTES,WA,,(360) 293-7004,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhometechnolo.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:22,,,,,,,
5605,ADVANCED HOME SOLUTIONS LLC,,,CONSTRUCTION CONTRACTOR,,,GRAHAM,WA,,(253) 847-7613,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhomesolution.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:22,,,,,,,
5607,ADVANCED HOMES CNSTRTN LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(206) 453-9032,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhomescnstrtn.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:22,,,,,,,
5609,ADVANCED HOMEWORX LLC,,,CONSTRUCTION CONTRACTOR,,,SHORELINE,WA,,(206) 289-0335,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhomeworxllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:22,,,,,,,
5612,ADVANCED HTNG/ELEC SLTNS LLC,,,ELECTRICAL CONTRACTOR,,,ORTING,WA,,(253) 691-3481,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedhtngelecsltn.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:24,,,,,,,
5614,ADVANCED INSTALLATION INC,,,CONSTRUCTION CONTRACTOR,,,CLINTON,WA,,(425) 745-5977,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedinstallation.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:24,,,,,,,
5619,Advanced Interiors Technology,,,CONSTRUCTION CONTRACTOR,,,BONNEY LAKE,WA,,(253) 640-6095,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedinteriorstec.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5620,ADVANCED IRONWORKS INC,,,CONSTRUCTION CONTRACTOR,,,REDMOND,WA,,(425) 216-1155,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedironworksinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5621,ADVANCED IRRIGATION & CON LLC,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 820-5433,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedirrigationan.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5625,ADVANCED IRRIGATION INC,,,ELECTRICAL CONTRACTOR,,,PACIFIC,WA,,(253) 833-6220,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedirrigationin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5622,ADVANCED IRRIGATION AND PUMPS,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 820-6812,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedirrigationan.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5626,ADVANCED KITCHEN EXHAUST SERV,,,CONSTRUCTION CONTRACTOR,,,WALLA WALLA,WA,,(509) 999-2872,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedkitchenexhau.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:25,,,,,,,
5630,ADVANCED LANDSCAPING 1 LLC,,,CONSTRUCTION CONTRACTOR,,,RENTON,WA,,(206) 963-9467,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedlandscaping1.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:27,,,,,,,
5631,ADVANCED LANDSCAPING INC,,,CONSTRUCTION CONTRACTOR,,,GOLD BAR,WA,,(206) 412-5986,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedlandscapingi.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:27,,,,,,,
5629,ADVANCED LANDSCAPING &ROCK LLC,,,CONSTRUCTION CONTRACTOR,,,BELLEVUE,WA,,(425) 417-4766,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedlandscapinga.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:27,,,,,,,
5615,ADVANCED INSULATION LLC,,,CONSTRUCTION CONTRACTOR,,,BURLINGTON,WA,,(360) 540-9362,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedinsulationll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:24,,,,,,,
5725,ADVANCED SHRNG/UNDERPNG INC,,,CONSTRUCTION CONTRACTOR,,,SALT LAKE CITY,UT,,(801) 908-7664,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedshrngunderpn.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:46,,,,,,,
5723,Advanced Sewer Solutions Inc,,,CONSTRUCTION CONTRACTOR,,,GRAHAM,WA,,(217) 251-7412,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedsewersolutio.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:46,,,,,,,
5729,ADVANCED SMART ENERGY CORP,,,ELECTRICAL CONTRACTOR,,,DES MOINES,WA,,(206) 249-8176,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedsmartenergyc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:46,,,,,,,
5727,ADVANCED SIGN DESIGN INC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 789-6051,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedsigndesignin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:46,,,,,,,
5733,ADVANCED SURFACE INNOVATNS INC,,,CONSTRUCTION CONTRACTOR,,,TIGARD,OR,,(503) 309-6220,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedsurfaceinnov.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:48,,,,,,,
5736,ADVANCED TECH HTG CLG/ELEC LLC,,,ELECTRICAL CONTRACTOR,,,Spokane,WA,,(509) 270-8543,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedtechhtgclgel.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:49,,,,,,,
5738,Advanced Technlgy Htg/Clg LLC,,,ELECTRICAL CONTRACTOR,,,SPOKANE,WA,,(208) 640-4398,,,,,,,,,,,,,,True,General Contractor,,https://www.advancedtechnlgyhtgc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 21:25:49,,,,,,,
