business_name,phone_number,address_line_1,address2,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,processing_status,last_processed
4C PAINTING COMPANY,(360) 666-4666,7612 NE 259TH STREET,,BATTLE GROUND,WA,,https://www.4cpaintingcompany.com,0.83,True,Painting,completed,2025-08-01 20:48:49
509 FIRE SYSTEMS INC,(509) 475-9084,18622 N Halliday Rd,,MEAD,WA,,https://www.509firesystemsinc.com,0.83,True,General Contractor,completed,2025-08-01 20:49:39
AAIMS ELECTRIC,(425) 776-4008,4127 186TH ST SW,,LYNNWOOD,WA,,https://www.aaimselectric.com,0.83,True,Electrical,completed,2025-08-01 21:00:45
AA CARPET PROS,(360) 904-2538,16017 NE 4TH WAY,,VANCOUVER,WA,,https://www.aacarpetpros.com,0.83,True,General Contractor,completed,2025-08-01 20:59:39
AARDEN AIR LLC,(360) 668-4387,PO BOX 3028,,LYNNWOOD,WA,,https://www.aardenairllc.com,0.83,True,General Contractor,completed,2025-08-01 21:00:56
A-1 SUNNY LANDSCAPING/GRDNG,(253) 813-3864,24113 114TH PL SE,,KENT,WA,,https://www.a-1sunnylandscaping/.com,0.83,True,General Contractor,completed,2025-08-01 20:58:19
A SPOT OF COLOR LLC,(206) 499-9324,8218 NE 198TH ST,,KENMORE,WA,,https://www.aspotofcolorllc.com,0.83,True,General Contractor,completed,2025-08-01 20:55:12
A J'S LANDSCAPING,(253) 851-4263,14215 ANATEVKA LN SE,,OLALLA,WA,,https://www.aj'slandscaping.com,0.83,True,General Contractor,completed,2025-08-01 20:53:55
A J HEATING & A/C,(509) 838-6223,3110 N DIVISION,,SPOKANE,WA,,https://www.ajheatinganda/c.com,0.83,True,HVAC,completed,2025-08-01 20:53:53
2001 SIXTH LLC,(206) 623-7500,1700 7TH AVE STE 1800,,SEATTLE,WA,,https://www.2001sixthllc.com,0.83,True,General Contractor,completed,2025-08-01 20:45:42
ACCURATE CONCRETE INC,(503) 305-6098,PO Box 296,,HUBBARD,OR,,https://www.accurateconcreteinc.com,0.83,True,General Contractor,completed,2025-08-01 21:05:58
2029 YALE AVE E LLC,(253) 533-5243,10605 SE 240TH ST,APT 592,KENT,WA,,https://www.2029yaleaveellc.com,0.83,True,General Contractor,completed,2025-08-01 20:45:43
ACCENT TREE SERVICE LLC,(206) 418-8733,1402 LK TAPPS PKWY SE,STE104-271,AUBURN,WA,,https://www.accenttreeservicellc.com,0.83,True,General Contractor,completed,2025-08-01 21:05:26
2M'S CONSTRUCTION LLC,(509) 575-7574,2722 HYDE RD,,RICHLAND,WA,,https://www.2m'sconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 20:46:18
24/7 WATER DAMAGE RESTORTN LLC,(509) 294-6718,323 W DALTON AVE,,SPOKANE,WA,,https://www.24/7waterdamageresto.com,0.83,True,General Contractor,completed,2025-08-01 20:45:59
ADIV DRYWALL & PAINTING LLC,(253) 517-0409,15310 4TH AVE CT E,,TACOMA,WA,,https://www.adivdrywallandpainti.com,0.83,True,Painting,completed,2025-08-01 21:10:03
2440 DEXTER AVE N LLC,(425) 212-2210,3726 BROADWAY  #301,,EVERETT,WA,,https://www.2440dexteravenllc.com,0.83,True,General Contractor,completed,2025-08-01 20:46:00
3 J'S CONST & RESTORATION LLC,(206) 883-0733,5731 S 152ND ST #311,,TUKWILA,WA,,https://www.3j'sconstandrestorat.com,0.83,True,General Contractor,completed,2025-08-01 20:46:41
ABOVE THE GRADE CONCRETE LLC,(425) 399-6290,12421 51ST AVE SE # B,,EVERETT,WA,,https://www.abovethegradeconcret.com,0.83,True,General Contractor,completed,2025-08-01 21:03:44
A & M Maintenance,(206) 832-5084,P.O. Box 4842,,FEDERAL WAY,WA,,https://www.aandmmaintenance.com,0.83,True,General Contractor,completed,2025-08-01 20:51:48
A&G PAINTING LLC,(206) 931-3346,11025 Se 220th Pl,,Kent,WA,,https://www.aandgpaintingllc.com,0.83,True,Painting,completed,2025-08-01 20:56:30
ACE CONSTRUCTION SERVICES LLC,(253) 732-7654,1020 S 344th ST,#201,FEDERAL WAY,WA,,https://www.aceconstructionservi.com,0.83,True,General Contractor,completed,2025-08-01 21:06:34
A&E TREE REMOVAL CO,(425) 770-4092,PO Box 1776,,SNOQUALMIE,WA,,https://www.aandetreeremovalco.com,0.83,True,General Contractor,completed,2025-08-01 20:56:27
A B CONSTRUCTION LLC,(360) 468-2084,3727 FISHERMAN BAY RD,,LOPEZ ISLAND,WA,,https://www.abconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 20:52:34
AC GOLD PAINTING & CARPENTER,(360) 545-7132,181 SE MILL CREEK RD,,SHELTON,WA,,https://www.acgoldpaintingandcar.com,0.83,True,Painting,completed,2025-08-01 21:04:59
ADF INTERNATIONAL INC,(954) 323-2221,300 Henry-bessemer,,Terrebonne,QC,,https://www.adfinternationalinc.com,0.83,True,General Contractor,completed,2025-08-01 21:10:00
275 GENERAL CONTRACTING,(425) 503-7801,6514 ELAINE AVE SE,,AUBURN,WA,,https://www.275generalcontractin.com,0.83,True,General Contractor,completed,2025-08-01 20:46:08
ACC-U-SET CONSTRUCTION INC,(360) 835-2437,PO BOX 725,781 S 28TH ST,WASHOUGAL,WA,,https://www.acc-u-setconstructio.com,0.83,True,General Contractor,completed,2025-08-01 21:05:17
ABSOLUTE FIX IT,(253) 282-8669,802 115TH ST S,,TACOMA,WA,,https://www.absolutefixit.com,0.83,True,General Contractor,completed,2025-08-01 21:04:15
ABSOLUTE CONSTRUCTION,(253) 345-8301,PO Box 322,,YELM,WA,,https://www.absoluteconstruction.com,0.83,True,General Contractor,completed,2025-08-01 21:04:08
A WILSON CONSTRUCTION,(360) 393-7598,5197 Reese Hill Rd,,SUMAS,WA,,https://www.awilsonconstruction.com,0.83,True,General Contractor,completed,2025-08-01 20:55:51
AA&AA CONSTRUCTION LLC,(509) 491-0557,5621 S. Lyle Place,,KENNEWICK,WA,,https://www.aaandaaconstructionl.com,0.83,True,General Contractor,completed,2025-08-01 20:59:56
A V T CONSTRUCTION COMPANY,(253) 335-2689,37231 1ST AVE SW,,FEDERAL WAY,WA,,https://www.avtconstructioncompa.com,0.83,True,General Contractor,completed,2025-08-01 20:55:45
ACCLAIM PLUMBING & DRAIN INC,(253) 852-8626,20400 92nd Ave S.,,KENT,WA,,https://www.acclaimplumbinganddr.com,0.83,True,Plumbing,completed,2025-08-01 21:05:40
18 SERIES HANDYMAN SERVICS LLC,(703) 232-4737,13147 RAINIER RD SE,,RAINIER,WA,,https://www.18serieshandymanserv.com,0.83,True,Handyman,completed,2025-08-01 20:45:12
ACCORN ENTERPRISES LLC,(206) 940-2627,142 NE 156TH ST,,SHORELINE,WA,,https://www.accornenterprisesllc.com,0.83,True,General Contractor,completed,2025-08-01 21:05:45
A NEW VIEW REMODELING LLC,(503) 939-7558,41603 NE IRA JONES RD,,AMBOY,WA,,https://www.anewviewremodelingll.com,0.83,True,General Contractor,completed,2025-08-01 20:54:23
A NEW START CONSTRUCTION LLC,(509) 902-4514,609 MARR ST UNIT B,,WENATCHEE,WA,,https://www.anewstartconstructio.com,0.83,True,General Contractor,completed,2025-08-01 20:54:23
Adept Painters LLC,(509) 850-0695,11705 E FREDERICK AVE,,SPOKANE,WA,,https://www.adeptpaintersllc.com,0.83,True,Painting,completed,2025-08-01 21:09:55
A N B SPOKANE LLC,(509) 990-3562,9610 N CLAIRE CT,,SPOKANE,WA,,https://www.anbspokanellc.com,0.83,True,General Contractor,completed,2025-08-01 20:54:19
A G TILE COMPANY,(360) 398-1664,5360 HANNEGAN RD,,BELLINGHAM,WA,,https://www.agtilecompany.com,0.83,True,General Contractor,completed,2025-08-01 20:53:30
ADONAY CONSTRUCTION LLC,(206) 902-0481,1622 E FAIRBANK ST,,TACOMA,WA,,https://www.adonayconstructionll.com,0.83,True,General Contractor,completed,2025-08-01 21:10:20
A HOFMANN HANDYMAN CORPORATION,(435) 503-0322,1118 C ST,,WASHOUGAL,WA,,https://www.ahofmannhandymancorp.com,0.83,True,Handyman,completed,2025-08-01 20:53:45
A&Z CONSTRUCTION LLC,(206) 602-7452,12569 SE 72nd St,,NEWCASTLE,WA,,https://www.aandzconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 20:57:25
A TO Z CUSTOM RMDLNG & CNST,(206) 856-8688,401 37TH ST  SE #107,,AUBURN,WA,,https://www.atozcustomrmdlngandc.com,0.83,True,General Contractor,completed,2025-08-01 20:55:30
A SQUARE DEAL CONSTRUCTION INC,(509) 699-9389,PO Box 1605,,CHELAN,WA,,https://www.asquaredealconstruct.com,0.83,True,General Contractor,completed,2025-08-01 20:55:13
ACE CRAWLSPACE PRO LLC,(206) 488-2066,12812 SE 272ND PL 4,,KENT,WA,,https://www.acecrawlspaceprollc.com,0.83,True,General Contractor,completed,2025-08-01 21:06:36
A&GR CONSTRUCTION LLC,(253) 394-4568,602 29TH ST SE #73,,AUBURN,WA,,https://www.aandgrconstructionll.com,0.83,True,General Contractor,completed,2025-08-01 20:56:32
ABLE CLEAN UP TECHNOLOGIES INC,(509) 466-5255,PO Box 6185,,SPOKANE,WA,,https://www.ablecleanuptechnolog.com,0.83,True,General Contractor,completed,2025-08-01 21:02:52
ACCURATE ENVRNMNTAL SVCS LLC,(253) 531-8585,PO BOX 9195,,TACOMA,WA,,https://www.accurateenvrnmntalsv.com,0.83,True,General Contractor,completed,2025-08-01 21:06:06
ACCURATE COATINGS LLC,(360) 628-8767,8707 Burns Dr SW,,Olympia,WA,,https://www.accuratecoatingsllc.com,0.83,True,General Contractor,completed,2025-08-01 21:05:57
ADAMSKI'S CONSTRUCTION,(360) 415-0830,1621 IRONSIDES AVE,,BREMERTON,WA,,https://www.adamski'sconstructio.com,0.83,True,General Contractor,completed,2025-08-01 21:09:34
2 GENERATION FLOORING LLC,(360) 831-2994,1110 SE 6TH ST,,BATTLE GROUND,WA,,https://www.2generationflooringl.com,0.83,True,Flooring,completed,2025-08-01 20:45:36
A B TERRAZZO LLC,(360) 420-1173,5438 STATE ROUTE 9,,SEDRO WOOLLEY,WA,,https://www.abterrazzollc.com,0.83,True,General Contractor,completed,2025-08-01 20:52:39
A B W TECHNOLOGIES INC,(360) 618-4400,6720 191ST PL NE,,ARLINGTON,WA,,https://www.abwtechnologiesinc.com,0.83,True,General Contractor,completed,2025-08-01 20:52:41
A BEAUTIFUL VIEW,(253) 448-2699,16815 Pacific Ave S,Unit 111,Spanaway,WA,,https://www.abeautifulview.com,0.83,True,General Contractor,completed,2025-08-01 20:52:41
A TO Z QUALITY REMODELING,(206) 380-6498,24125 7th ave SE,,Bothell,WA,,https://www.atozqualityremodelin.com,0.83,True,General Contractor,completed,2025-08-01 20:55:34
ACCURATE INSTALLERS LLC,(360) 869-6630,19216 NE 283rd St,,BATTLE GROUND,WA,,https://www.accurateinstallersll.com,0.83,True,General Contractor,completed,2025-08-01 21:06:12
Adler Vntltn/Envrnmntl Svc Inc,(206) 423-6970,PO Box 30758,,SEATTLE,WA,,https://www.adlervntltn/envrnmnt.com,0.83,True,General Contractor,completed,2025-08-01 21:10:01
ACCESS SECURITY INC,(360) 330-1384,PO BOX 701,,CENTRALIA,WA,,https://www.accesssecurityinc.com,0.83,True,General Contractor,completed,2025-08-01 21:05:36
A&J  FRAMING CONSTRUCTION LLC,(509) 531-2180,318 W PEARL STREET F102,,PASCO,WA,,https://www.aandjframingconstruc.com,0.83,True,General Contractor,completed,2025-08-01 20:56:36
ACE 1 CONST & LNDSCPG INC,(206) 931-8158,7539 12TH AVE SW,,SEATTLE,WA,,https://www.ace1constandlndscpgi.com,0.83,True,General Contractor,completed,2025-08-01 21:06:24
A&A GENERAL CONSTRUCTION LLC,(509) 393-0434,3299 rock island rd,,WENATCHEE,WA,,https://www.aandageneralconstruc.com,0.83,True,General Contractor,completed,2025-08-01 20:56:01
ACE HANDYMAN SERVICE,(253) 736-3474,714 shelton ave ne,,RENTON,WA,,https://www.acehandymanservice.com,0.83,True,Handyman,completed,2025-08-01 21:06:40
ACE CONCRETE FINISHING INC,(206) 920-2541,13341  3RD AVENUE NE,,SEATTLE,WA,,https://www.aceconcretefinishing.com,0.83,True,General Contractor,completed,2025-08-01 21:06:30
2 BROTHERS ROOFING LLC,(425) 399-6055,1000 121ST ST SW,,EVERETT,WA,,https://www.2brothersroofingllc.com,0.83,True,Roofing,completed,2025-08-01 20:45:33
A & R PAINTING,(360) 298-2582,106 CEDAR STREET,,FRIDAY HARBOR,WA,,https://www.aandrpainting.com,0.83,True,Painting,completed,2025-08-01 20:52:00
A & R SMITH CONSTRUCTION,(509) 607-9881,611 E Kyllo Rd,,ELLENSBURG,WA,,https://www.aandrsmithconstructi.com,0.83,True,General Contractor,completed,2025-08-01 20:52:01
A & M CONSTRUCTION,(509) 922-9259,10508 E 13TH,,SPOKANE,WA,,https://www.aandmconstruction.com,0.83,True,General Contractor,completed,2025-08-01 20:51:45
A & M CONSTRUCTION COMPANY,(425) 422-5560,2408 152ND ST NW,,MARYSVILLE,WA,,https://www.aandmconstructioncom.com,0.83,True,General Contractor,completed,2025-08-01 20:51:45
A & M Custom Painting & Co LLC,(360) 930-2152,22271 FOSS RD NE,,POULSBO,WA,,https://www.aandmcustompaintinga.com,0.83,True,Painting,completed,2025-08-01 20:51:45
ACE MASONRY CONSTRUCTION LLC,(206) 249-2962,14205 SOUTHEAST 36TH ST,STE 100,BELLEVUE,WA,,https://www.acemasonryconstructi.com,0.83,True,General Contractor,completed,2025-08-01 21:06:48
808 PRESTIGE BUILDERS LLC,(480) 207-9114,19409 56TH AVE W APT #311,,LYNNWOOD,WA,,https://www.808prestigebuildersl.com,0.83,True,General Contractor,completed,2025-08-01 20:50:24
ACME ENERGY SERVICE,(360) 943-1133,PO BOX 7009,,OLYMPIA,WA,,https://www.acmeenergyservice.com,0.83,True,General Contractor,completed,2025-08-01 21:07:32
ABSOLUTE FIRE PROTECTION,(206) 724-3222,305 F ST SE,,AUBURN,WA,,https://www.absolutefireprotecti.com,0.83,True,General Contractor,completed,2025-08-01 21:04:15
ABRISS CORP INC,(360) 772-2213,PO Box 40,,BATTLE GROUND,WA,,https://www.abrisscorpinc.com,0.83,True,General Contractor,completed,2025-08-01 21:03:53
509 Electric,(509) 571-1082,3402 W WASHINGTON AVE,SPACE 112,YAKIMA,WA,,https://www.509electric.com,0.83,True,Electrical,completed,2025-08-01 20:49:38
5 HILL HOMES LLC,(509) 900-9251,300 Sandhurst Dr,,DAYTON,OH,,https://www.5hillhomesllc.com,0.83,True,General Contractor,completed,2025-08-01 20:49:13
509 Ductless LLC,(509) 698-2470,311 S 1st St,,SELAH,WA,,https://www.509ductlessllc.com,0.83,True,General Contractor,completed,2025-08-01 20:49:38
ACOUSTICS WEST LLC,(360) 658-8912,5603 47th Ave NE Unit B,,MARYSVILLE,WA,,https://www.acousticswestllc.com,0.83,True,General Contractor,completed,2025-08-01 21:07:55
5 POINT PROPERTY SPECIALISTS,(509) 990-2585,4108 S Ghering Lane,,Spokane,WA,,https://www.5pointpropertyspecia.com,0.83,True,General Contractor,completed,2025-08-01 20:49:16
AA PLUMBING & DRAIN TEAM INC,(509) 452-9393,3501 DESMARAIS ROAD,,MOXEE,WA,,https://www.aaplumbinganddrainte.com,0.83,True,Plumbing,completed,2025-08-01 20:59:50
A&R HTG & AIR CONDITIONING LLC,(425) 445-7488,18213 168th WAY SE,,RENTON,WA,,https://www.aandrhtgandaircondit.com,0.83,True,General Contractor,completed,2025-08-01 20:57:09
A&K CARPENTRY,(206) 334-0362,415 LAKEVIEW RD #K1,,LYNNWOOD,WA,,https://www.aandkcarpentry.com,0.83,True,General Contractor,completed,2025-08-01 20:56:45
A-1 BUILDERS & ADAPTATIONS,(360) 734-5249,3310 Northwest Avenue,,BELLINGHAM,WA,,https://www.a-1buildersandadapta.com,0.83,True,General Contractor,completed,2025-08-01 20:57:50
ACER GARDENS LLC,(206) 747-4746,10054 Waters Ave S,,SEATTLE,WA,,https://www.acergardensllc.com,0.83,True,General Contractor,completed,2025-08-01 21:07:05
A+= FENCE COMPANY,(253) 200-7131,1075 MOUNTAIN VILLA DR,,ENUMCLAW,WA,,https://www.a+=fencecompany.com,0.83,True,General Contractor,completed,2025-08-01 20:57:47
A-1 HANDYMAN & REMODEL,(360) 901-7189,12114 NW 10TH AVE,,VANCOUVER,WA,,https://www.a-1handymanandremode.com,0.83,True,Handyman,completed,2025-08-01 20:58:01
ABSOLUTE COMFORT TECH ELEC LLC,(509) 388-2997,1513 Summitview Ave,Suite 103,YAKIMA,WA,,https://www.absolutecomfortteche.com,0.83,True,General Contractor,completed,2025-08-01 21:04:03
A&S ROOFING LLC,(509) 947-1123,200802 E GAME FARM RD,SPACE 230,Kennewick,WA,,https://www.aandsroofingllc.com,0.83,True,Roofing,completed,2025-08-01 20:57:18
ADD CONSTRUCTION LLC,(417) 507-4082,17514 151ST AVE SE I-7,,RENTON,WA,,https://www.addconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 21:09:43
ADC CONSTRUCTION LLC,(360) 936-1307,3708 NE 109TH AVE,APT EE11,VANCOUVER,WA,,https://www.adcconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 21:09:42
ABOVE & BEYOND PNTING SERV INC,(206) 853-2202,11820 93RD AVE CT E,,PUYALLUP,WA,,https://www.aboveandbeyondpnting.com,0.83,True,General Contractor,completed,2025-08-01 21:03:27
ABOVE & BEYOND CSTM TIL & QRTZ,(360) 440-1980,9111 66TH AVE NW #137,,GIG HARBOR,WA,,https://www.aboveandbeyondcstmti.com,0.83,True,General Contractor,completed,2025-08-01 21:03:23
3 BROTHERS DECKING LLC,(206) 775-4897,17048 se 65th pl,,Bellevue,WA,,https://www.3brothersdeckingllc.com,0.83,True,General Contractor,completed,2025-08-01 20:46:30
ACE OF WANDS LLC,(425) 236-4728,26525 NE CHERRY VALLEY RD,TRLR G,DUVALL,WA,,https://www.aceofwandsllc.com,0.83,True,General Contractor,completed,2025-08-01 21:06:51
ADDILYNN CONSTRUCTION LLC,(206) 380-5440,28839 34th Ave S,,AUBURN,WA,,https://www.addilynnconstruction.com,0.83,True,General Contractor,completed,2025-08-01 21:09:46
ACE LANDSCAPING CORPORATION,(509) 891-2339,P O BOX 1993,,VERADALE,WA,,https://www.acelandscapingcorpor.com,0.83,True,General Contractor,completed,2025-08-01 21:06:47
Absolute Quality Cons Slns LLC,(509) 396-3775,PO Box 1121,,RICHLAND,WA,,https://www.absolutequalityconss.com,0.83,True,General Contractor,completed,2025-08-01 21:04:29
A-Lluminating Enterprises LLC,(360) 336-3483,22952 Nature View Dr,,SEDRO WOOLLEY,WA,,https://www.a-lluminatingenterpr.com,0.83,True,General Contractor,completed,2025-08-01 20:58:33
7 DEES ELECTRICAL LLC,(253) 579-4129,25621 47TH AVE CT E,,GRAHAM,WA,,https://www.7deeselectricalllc.com,0.83,True,Electrical,completed,2025-08-01 20:50:06
A. FETSEK,(425) 953-6971,5403 1ST DR W,,EVERETT,WA,,https://www.a.fetsek.com,0.83,True,General Contractor,completed,2025-08-01 20:58:58
A & M Striping & Maint LLC,(425) 778-4727,6815 188th Pl SW,,LYNNWOOD,WA,,https://www.aandmstripingandmain.com,0.83,True,General Contractor,completed,2025-08-01 20:51:51
A-TRUST REMODEL HOUSES LLP,(360) 218-1273,3115 BRIDGE ST,,VANCOUVER,WA,,https://www.a-trustremodelhouses.com,0.83,True,General Contractor,completed,2025-08-01 20:58:52
ACE CONSTRUCTION N W,(425) 231-1443,PO BOX 352,,OCEAN SHORES,WA,,https://www.aceconstructionnw.com,0.83,True,General Contractor,completed,2025-08-01 21:06:33
A2 FABRICATION INC,(503) 771-2000,"9800 SE McBrod, Bldg. #17",,MILWAUKIE,OR,,https://www.a2fabricationinc.com,0.83,True,General Contractor,completed,2025-08-01 20:59:28
A & E ENTERPRISES,(253) 298-1081,2702 E 112th St,,TACOMA,WA,,https://www.aandeenterprises.com,0.83,True,General Contractor,completed,2025-08-01 20:51:14
A&R FLOORING,(253) 886-7260,13221ST ST SE APT C,,AUBURN,WA,,https://www.aandrflooring.com,0.83,True,Flooring,completed,2025-08-01 20:57:08
A'S INDOOR CONSTRUCTION  LLC,(206) 454-9966,18124 75TH AVE E,,PUYALLUP,WA,,https://www.a'sindoorconstructio.com,0.83,True,General Contractor,completed,2025-08-01 20:57:28
A-1 ROOFING INC,(360) 456-3822,PO BOX 2607,,OLYMPIA,WA,,https://www.a-1roofinginc.com,0.83,True,Roofing,completed,2025-08-01 20:58:14
A&Z INSULATION LLC,(360) 503-3945,3534 S WOODLAND DR,,MOUNT VERNON,WA,,https://www.aandzinsulationllc.com,0.83,True,General Contractor,completed,2025-08-01 20:57:25
ACEY'S PAINTING,(425) 349-3226,4803 103RD PL SW,,MUKILTEO,WA,,https://www.acey'spainting.com,0.83,True,Painting,completed,2025-08-01 21:07:09
A&C FLOORS LLC,(503) 206-9338,5208 NE 78TH AVE APT 14,,VANCOUVER,WA,,https://www.aandcfloorsllc.com,0.83,True,Flooring,completed,2025-08-01 20:56:14
A & B FABRICATORS INC,(206) 763-2600,231 D STREET NW,,AUBURN,WA,,https://www.aandbfabricatorsinc.com,0.83,True,General Contractor,completed,2025-08-01 20:50:55
A & D CONSTRUCTION INC,(253) 205-1144,2349 58TH AVE E APT 4902,,FIFE,WA,,https://www.aanddconstructioninc.com,0.83,True,General Contractor,completed,2025-08-01 20:51:05
ACE PATCH CONSTRUCTION,(206) 403-7616,2014 ABERDEEN PL NE,,RENTON,WA,,https://www.acepatchconstruction.com,0.83,True,General Contractor,completed,2025-08-01 21:06:53
A-WIN MASONRY LLC,(360) 687-8877,PO BOX 1258,,BATTLE GROUND,WA,,https://www.a-winmasonryllc.com,0.83,True,General Contractor,completed,2025-08-01 20:58:54
4 U FRAMING LLC,(509) 435-1042,16014 E RICH AVE,,SPOKANE VALLEY,WA,,https://www.4uframingllc.com,0.83,True,General Contractor,completed,2025-08-01 20:48:30
A-1 BULLDOZING,(360) 568-7792,7410 147TH AVE SE,,SNOHOMISH,WA,,https://www.a-1bulldozing.com,0.83,True,General Contractor,completed,2025-08-01 20:57:50
A & A CONSTRUCTION LLC,(206) 300-2126,4307 NE 10TH PL,,RENTON,WA,,https://www.aandaconstructionllc.com,0.83,True,General Contractor,completed,2025-08-01 20:50:41
5TH STREET,(564) 202-5728,18309 96TH AVE NE  APT 205,,BOTHELL,WA,,https://www.5thstreet.com,0.83,True,General Contractor,completed,2025-08-01 20:49:57
6 - SPEED CONTRACTORS LLC,(253) 766-7302,11203 BANNER RD SE,,OLALLA,WA,,https://www.6-speedcontractorsll.com,0.83,True,General Contractor,completed,2025-08-01 20:49:59
A-TEAM FLOORING LLC,(971) 400-0182,37762 SE LUSTED RD,,BORING,OR,,https://www.a-teamflooringllc.com,0.83,True,Flooring,completed,2025-08-01 20:58:45
509 SERVICES,(509) 499-4535,1111 W Halfmoon Rd,,COLBERT,WA,,https://www.509services.com,0.83,True,General Contractor,completed,2025-08-01 20:49:47
ABBEY VAN DAM CARPET AND MORE,(360) 653-2210,1060 CEDAR AVE,,MARYSVILLE,WA,,https://www.abbeyvandamcarpetand.com,0.83,True,General Contractor,completed,2025-08-01 21:01:56
A1 GUTTERS LLC,(360) 332-1633,250 Boblett St,,BLAINE,WA,,https://www.a1guttersllc.com,0.83,True,General Contractor,completed,2025-08-01 20:59:12
AAA EVERETT FIRE EXTNGR CO INC,(425) 258-4433,2022 BROADWAY,,EVERETT,WA,,https://www.aaaeverettfireextngr.com,0.83,True,General Contractor,completed,2025-08-01 21:00:06
ACE'S PLUMBING SERVICE,(253) 630-1929,19614 SE 260TH,,KENT,WA,,https://www.ace'splumbingservice.com,0.83,True,Plumbing,completed,2025-08-01 21:07:03
509RENOVATIONS LLC,(509) 305-8515,2527 Duportail st,,RICHLAND,WA,,https://www.509renovationsllc.com,0.83,True,General Contractor,completed,2025-08-01 20:49:50
A1 AFFORDABLE PNTG/PRWSH LLC,(360) 609-7696,7307 NW 3RD AVE,,VANCOUVER,WA,,https://www.a1affordablepntg/prw.com,0.83,True,General Contractor,completed,2025-08-01 20:59:06
A-1 GARAGE DOORS,(503) 560-4421,32700 SE LEEWOOD LN #45R,,BORING,OR,,https://www.a-1garagedoors.com,0.83,True,General Contractor,completed,2025-08-01 20:58:01
A+ DRYWALL REPAIR LLC,(360) 280-2070,2621 36TH AVE SE,,OLYMPIA,WA,,https://www.a+drywallrepairllc.com,0.83,True,General Contractor,completed,2025-08-01 20:57:32
A-1 QUALITY PAINTING,(509) 579-8049,11977 Dodson Rd NW,,EPHRATA,WA,,https://www.a-1qualitypainting.com,0.83,True,Painting,completed,2025-08-01 20:58:13
2 KINGS CONSTRUCTION LLC,(503) 853-1413,901 SE 170TH DR,,PORTLAND,OR,,https://www.2kingsconstructionll.com,0.83,True,General Contractor,completed,2025-08-01 20:45:37
A V ROOFING LLC,(425) 200-7441,415 LAKEVIEW RD,UNIT 11,LYNNWOOD,WA,,https://www.avroofingllc.com,0.83,True,Roofing,completed,2025-08-01 20:55:43
253 BUILDERS LLC,(253) 882-6579,6203 199TH STREET E,,Spanaway,WA,,https://www.253buildersllc.com,0.83,True,General Contractor,completed,2025-08-01 20:46:03
A & A CONSTRUCTION SRVCS LLC,(208) 777-5202,4683 EAST HUDLOW,,HAYDEN,ID,,https://www.aandaconstructionsrv.com,0.83,True,General Contractor,completed,2025-08-01 20:50:41
ACE SEAL COATING,(360) 521-9023,5925 NE 65TH CT,,VANCOUVER,WA,,https://www.acesealcoating.com,0.83,True,General Contractor,completed,2025-08-01 21:06:57
2 CREEKS CONSTRUCTION LLC,(503) 748-9793,4610 NE 77TH AVE,SUITE 102,VANCOUVER,WA,,https://www.2creeksconstructionl.com,0.83,True,General Contractor,completed,2025-08-01 20:45:33
A+ WALLCOVERING LLC,(208) 715-6494,13800 E MADISON BRANCH RD,,Mead,WA,,https://www.a+wallcoveringllc.com,0.83,True,General Contractor,completed,2025-08-01 20:57:46
A-1 CONSTRUCTION & REMODEL INC,(541) 656-5458,32561 QUIGGLE LN,,HERMISTON,OR,,https://www.a-1constructionandre.com,0.83,True,General Contractor,completed,2025-08-01 20:57:53
4PROS WATER DAMAGE LLC,(206) 295-1461,PO BOX 3041,,FEDERAL WAY,WA,,https://www.4proswaterdamagellc.com,0.83,True,General Contractor,completed,2025-08-01 20:49:00
AA ATLAS FIRE INSPECTIONS INC,(817) 200-2409,2401 CALLENDER RD  STE 103,,MANSFIELD,TX,,https://www.aaatlasfireinspectio.com,0.83,True,General Contractor,completed,2025-08-01 20:59:37
5TARS GENERAL CONTRACTOR LLC,(425) 623-9756,8201 164TH AVE NE STE 200,,REDMOND,WA,,https://www.5tarsgeneralcontract.com,0.83,True,General Contractor,completed,2025-08-01 20:49:57
2COUSINS ASPHALT MAINT LLC,(509) 553-3341,629 N WASHINGTON ST,,TEKOA,WA,,https://www.2cousinsasphaltmaint.com,0.83,True,General Contractor,completed,2025-08-01 20:46:11
A1 GENERAL CONTRACTING LLC,(425) 359-5782,12303 HARBOUR POINTE BLVD C304,,MUKILTEO,WA,,https://www.a1generalcontracting.com,0.83,True,General Contractor,completed,2025-08-01 20:59:12
A & I CONSTRUCTION,(360) 521-8617,20903 NE 374TH ST,,YACOLT,WA,,https://www.aandiconstruction.com,0.83,True,General Contractor,completed,2025-08-01 20:51:25
A-1 ELECTRIC,(541) 371-8878,1401 E NELSON RD APT D-312,,MOSES LAKE,WA,,https://www.a-1electric.com,0.83,True,Electrical,completed,2025-08-01 20:57:58
A-1 DECORATIVE CONCRETE PROD,(509) 855-6981,1301 W BONNEVILLE ST,,MOSES LAKE,WA,,https://www.a-1decorativeconcret.com,0.83,True,General Contractor,completed,2025-08-01 20:57:55
