business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
AFFOLTER CONSTRUCTION LLC,AFFOLCL855P7,CONSTRUCTION CONTRACTOR,5455 Northwest Dr,,BELLINGHAM,WA,98226,(360) 510-3371,"Affolter, Benjamin Adam",https://www.affolterconstruction.com/,General Contractor,"Affolter Construction is a general contractor specializing in home renovations and new construction, emphasizing quality and honesty.","Home Renovations, New Construction, Residential Remodels",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:22:19.410470,,2025-07-31 19:40:29.652570
AFFORDABLE FENCE,AFFORF*922MJ,CONSTRUCTION CONTRACTOR,7217 193RD AVE E,,BONNEY LAKE,WA,98391,(253) 217-1177,"MARTIN, MICHAEL J",https://www.affordablefence.us/,Fencing,"Affordable Fence offers fencing installation services with over 25 years of experience, specializing in various types of fences including cedar and chain link.","Fencing Installation, Fence Removal, Fence Repair",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:22:37.048596,,2025-07-31 19:40:29.779733
AFFORDABLE GUTTER SOLUTIONS,AFFORGS922BH,CONSTRUCTION CONTRACTOR,8404 205TH ST CT E,,SPANAWAY,WA,98387,(253) 255-6281,"BOOKER, CARL ANDRE",https://www.affordableguttersolutions.com/,Roofing,Affordable Gutter Solutions LLC specializes in professional and affordable gutter installation and repair services for residential and commercial properties.,"Gutter installation, Gutter repair, Free estimates",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:22:47.980735,,2025-07-31 19:40:29.779733
AFFORDABLE PAINTING,AFFORP*840B9,CONSTRUCTION CONTRACTOR,25701 GOLD BEACH DRIVE SW,,VASHON,WA,98070,(206) 463-5712,"TOBIASON, JEFFREY MICHAEL",https://vivartists.com/viva/events/holiday-tour-2024/,Painting,"Affordable Painting is a contractor business located in Vashon, WA, specializing in painting services.","Interior Painting, Exterior Painting, Residential Painting",0.61,0.42,0.90,,completed,pending_review,2025-07-31 20:22:58.149292,,2025-07-31 19:40:29.779733
AFFORDABLE PEST CONTROL,AFFORPC821DR,CONSTRUCTION CONTRACTOR,1739 S Anderson St,,TACOMA,WA,98405,(253) 474-3762,"Parker, Joe Hiram III",https://insightpestnorthwest.com/tacoma/pest-control-service/,Pest Control,"Affordable Pest Control offers pest management services in Tacoma, WA, specializing in the extermination of various pests.","General pest control, Extermination of insects and rodents, Preventative pest management, Emergency pest control services",0.60,0.40,0.90,,completed,pending_review,2025-07-31 20:23:01.312786,,2025-07-31 19:40:29.779733
AFFORDABLE WINDOW SOLUTION,AFFORWS912JG,CONSTRUCTION CONTRACTOR,8960 WOODBANK DR,,BAINBRIDGE ISLAN,WA,98110,(206) 780-1772,"BUCHMEIER, KARL",http://www.affordablewindowsolutions.com/,Windows & Doors,"Affordable Window Solutions provides high-quality, affordable factory-direct vinyl and wood windows and doors, professionally installed for remodel and new construction.","Window Installation, Door Installation, Window Replacement, Energy Efficient Windows",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:23:16.376601,,2025-07-31 19:40:29.779733
AG Landscape,AGLANL*861DP,CONSTRUCTION CONTRACTOR,400 NW Equestrian DR,,Poulsbo,WA,98370,(425) 772-8087,"Gomez, Aaron Arnulfo",http://aglandscape.org/,Landscaping,"AG Landscape is a family-owned landscaping and property preservation business based in Poulsbo, WA, offering a range of services including landscape maintenance, fence installation, and property care for residential and bank-owned properties.","Landscape Maintenance, Seasonal Clean-ups, Pruning, Hedge Trimming, Tree Removal, Pressure Washing, Fence Installation, Property Preservation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:23:49.625178,,2025-07-31 19:40:29.779733
AGA Handyman Services,AGAHAHS837PT,CONSTRUCTION CONTRACTOR,14252 120th Pl NE,,KIRKLAND,WA,98034,(425) 626-1277,"SPAINHOWER, AARON JON",https://www.agahandyman.com/,Handyman,"AGA Handyman Services is a family-owned handyman business with over 20 years of experience, offering a wide range of services from small chores to bathroom remodels in the Seattle Eastside area.","pressure washing, fence & deck repair, drywall repair, yard & landscaping service, painting, flooring installation & repair, gutter cleaning, furniture assembly, electrical & plumbing fixture replacements, appliance installation & replacement, junk hauling",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:23:56.270221,,2025-07-31 19:40:29.779733
AGATE ASPHALT & EXCAVATION,AGATEAE853O5,CONSTRUCTION CONTRACTOR,16330 STATE HWY 305 NE SUITE 200,,POULSBO,WA,98370,(360) 930-8703,"HALLUM, CLAYTON NEIL",https://poulsbochamber.com/business_category/building-construction-equipment-contractors/,Concrete,Agate Asphalt & Excavation is a local contractor specializing in both residential and commercial asphalt paving services in Kitsap County.,"Asphalt paving, Asphalt sealing, Patching, Overlay, Curbing, Striping, Grade and gravel",0.75,0.65,0.90,,completed,pending_review,2025-07-31 20:24:03.419342,,2025-07-31 19:40:29.779733
AGATE LANDSCAPING & CONST,AGATELC754D5,CONSTRUCTION CONTRACTOR,PO BOX 5503,,BREMERTON,WA,98312,(360) 932-1223,"SOLIS HERMIDA, JOSE EDUARDO",https://www.agatelandscapingwa.com/,Landscaping,Agate Landscaping is dedicated to providing top notch landscaping services in Kitsap County that are tailored to your individual needs.,"Lawn installation and maintenance, Rock walls and retaining walls, Patios and walkways, Fences and fire pits, Pressure washing, Sprinkler systems, Planting, mulch, and topsoil",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:24:08.692607,,2025-07-31 19:40:29.779733
AGATE NORTHWEST LLC,AGATENL847DW,CONSTRUCTION CONTRACTOR,P.O. Box 31741,,BELLINGHAM,WA,98228,(360) 224-5612,"Shafer, Kyle Daniel",https://agatenorthwest.com/,Utility Contractor,"Agate Northwest LLC is a full-service utility contractor based in Bellingham, WA, specializing in excavation, drainage, and general contracting services for both residential and commercial clients.","Utility installation and repair, Excavation and site preparation, Stormwater drainage, Concrete flatwork, General contracting",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:24:12.055535,,2025-07-31 19:40:29.779733
AGELESS BRICK & STONE LLC,AGELEBS930KG,CONSTRUCTION CONTRACTOR,1506 130TH DR NE,,LAKE STEVENS,WA,98258,(206) 851-2906,"LARSON, KEVIN ANDREW",http://www.brickstonerestorations.com/?no_redirect=true,Masonry,"Ageless Brick & Stone LLC specializes in the installation, repair, and restoration of brick and stone structures, including homes, fireplaces, patios, and more.","Installation of Brick and Stone Homes, Fireplace Installation and Repair, Replacement of Crowns and Fireboxes, Flag Stone Patios, Retaining Walls, Brick Steps and Pathways, Columns and Arches, Masonry Cleaning, Bathroom Remodels, Custom Tile Work",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:24:29.998785,,2025-07-31 19:40:29.779733
AGUAYO GENERAL CONTRACTOR LLC,AGUAYGC900PN,CONSTRUCTION CONTRACTOR,11500 MERIDIAN AVE S UNIT 53,,EVERETT,WA,98208,(206) 289-9207,"AGUAYO, JUAN CARLOS",https://www.aguayogeneralcontractor.com/,Landscaping,"Aguayo General Contractor, LLC is an expert general contractor in Everett, WA, specializing in landscaping, fencing, tree services, and comprehensive remodeling.","Landscaping Construction & Hardscapes, Fencing, Tree Services, Remodeling & Construction, Bathroom Remodeling, Painting Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:24:57.501180,,2025-07-31 19:40:29.779733
AI ELECTRIC LLC,AIELEEL835MG,ELECTRICAL CONTRACTOR,719 Curtis Hill Rd,,Chehalis,WA,98532,(425) 273-2663,"ALEXANDER, PENNY",https://www.aielectric.net/,Electrical,"Ai Electric LLC is a locally owned electrical contractor offering a range of services including residential, commercial, and industrial electrical work.","Commercial Lighting Repair, EV Car Chargers Installation, Generator Interlock Installs, Circuit Breaker & Panel Repairs, Panel Upgrades, Home Wiring, Solar Power Designs, Whole House Generators",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:25:37.232680,,2025-07-31 19:40:29.779733
AIDEN ROOFING LLC,AIDENRL810MJ,CONSTRUCTION CONTRACTOR,909 161st St Ct E,,Spanaway,WA,98387,(253) 224-4759,"RAMIREZ LEMUS, LUIS MARTIN",https://aidenroofingllc.com/,Roofing,"Aiden Roofing LLC is a locally owned and operated roofing company based in Spanaway, WA, specializing in a wide range of roofing services including installation and repairs.","Roof Installation, Roof Repair, Flat Roofing, Metal Roofing, TPO Roofing, Tile Roofing",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:25:41.561337,,2025-07-31 19:40:29.779733
AIM UP CONSTRUCTION LLC,AIMUPUC751LW,CONSTRUCTION CONTRACTOR,11024 NE 47TH ST,,VANCOUVER,WA,98682,(360) 713-7170,"VENGER, NIKOLAY",https://aimupconstruction.com/,Handyman,"Aim Up Construction LLC is dedicated to delivering high-quality construction services with a commitment to transparency, integrity, and excellence.",,0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:25:47.780485,,2025-07-31 19:40:29.779733
AIR FLO HEATING CO INC,AIRFLHC009C8,ELECTRICAL CONTRACTOR,221 W CEDAR ST,,SEQUIM,WA,983823320,(360) 683-3901,"BERSON, JOEL R",https://www.procore.com/network/p/air-flo-heating-co-sequim,HVAC,"Air Flo Heating Co. provides installation, repair, and maintenance services for air conditioners, furnaces, heat pumps, and indoor air quality systems in Sequim, WA.","Installation of HVAC systems, Repair of HVAC systems, Maintenance of HVAC systems, Indoor air quality services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:07.267423,,2025-07-31 19:40:29.779733
AIR FLO HEATING COMPANY INC,AIRFLI*206DG,CONSTRUCTION CONTRACTOR,221 W CEDAR,,SEQUIM,WA,98382,(360) 683-3901,"BEQUETTE, MARK A",https://www.procore.com/network/p/air-flo-heating-co-sequim,HVAC,"Air Flo Heating Co. is a contractor based in Sequim, WA, specializing in heating, cooling, and indoor air quality services.","Installation of air conditioners, Repair of furnaces, Maintenance of heat pumps, Indoor air quality services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:16.672331,,2025-07-31 19:40:29.779733
AIR HANDLERS INC,AIRHAI*230JJ,CONSTRUCTION CONTRACTOR,PO BOX 4036,,TUMWATER,WA,98501,(360) 357-4428,"SHATTUCK, MICHAEL GEORGE",http://airhandlersinc.com/index.php,HVAC,"Air Handlers Inc. is a family-owned HVAC contractor based in Tumwater, WA, specializing in heating, air conditioning, and sheet metal fabrication since 1967.","Heating installation and repair, Air conditioning installation and repair, Ductless heat pumps, Forced-air heat pumps, Custom sheet metal fabrication",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:14.141803,,2025-07-31 19:40:29.779733
AIR HANDLERS INC,AIRHAI*005C5,ELECTRICAL CONTRACTOR,PO BOX 4036,,TUMWATER,WA,985010036,(360) 357-4428,"SHATTUCK, MICHAEL G",http://airhandlersinc.com/index.php,HVAC,"Air Handlers Inc. is a family-owned HVAC contractor based in Tumwater, WA, specializing in heating, air conditioning, and sheet metal fabrication since 1967.","Heating installation and repair, Air conditioning installation and repair, Ductless heat pumps, Forced-air heat pumps, Custom sheet metal fabrication",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:11.103081,,2025-07-31 19:40:29.779733
AIR MANAGEMENT SOLUTIONS LLC,AIRMAMS954Q2,ELECTRICAL CONTRACTOR,5822 W WERNER RD,,BREMERTON,WA,98312,(360) 479-6500,"ERDAHL, DARRIN P",https://airmanagementsolutionsllc.com/,HVAC,"Air Management Solutions LLC specializes in commercial HVAC services, including installations, retrofits, and system designs in Bremerton, WA.","Installations, Retrofits, VAV Systems, VRF Systems, Design and Build",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:21.940530,,2025-07-31 19:40:29.779733
AIR MANAGEMENT SOLUTIONS LLC,AIRMAMS952QM,CONSTRUCTION CONTRACTOR,5822 WERNER RD,,BREMERTON,WA,98312,(360) 479-6500,"ERDAHL, DARRIN PAUL",https://airmanagementsolutionsllc.com/,HVAC,"Air Management Solutions LLC specializes in commercial HVAC services, including installations, retrofits, and system design for businesses in Bremerton and surrounding areas.","HVAC Installations, HVAC Retrofits, VAV Systems, VRF Systems, HVAC Design and Build",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:19.708868,,2025-07-31 19:40:29.779733
AIR MASTERS INC,AIRMAI*044OQ,CONSTRUCTION CONTRACTOR,1340 Lumsden Rd Suite 130,,PORT ORCHARD,WA,98367,(360) 895-2527,"TIMMERMAN, MARK A",https://airmastersheating.com/,HVAC,"Air Masters Inc is a heating and cooling service provider in Port Orchard, WA, specializing in HVAC repair and maintenance since 1986.","HVAC Repair, Air Conditioning Services, Heating Services, Maintenance Plans, Installation of HVAC Systems",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:27.090064,,2025-07-31 19:40:29.779733
AIR MASTERS INC,AIRMAMI888L8,ELECTRICAL CONTRACTOR,1340 Lumsden Rd  Ste 130,,PORT ORCHARD,WA,98367,(360) 895-2527,"TIMMERMAN, MARK A",https://airmastersheating.com/,HVAC,"Air Masters Inc provides HVAC services including heating and cooling repair and maintenance in Port Orchard, WA, with a focus on residential comfort.","HVAC Repair, AC Installation, Heating System Maintenance, Emergency HVAC Services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:24.558832,,2025-07-31 19:40:29.779733
AIR PLUS,AIRPLP*801O3,CONSTRUCTION CONTRACTOR,3907 Flynn St,Suite 101,BELLINGHAM,WA,98229,(360) 820-3119,"POOLE, MILO RICHARD",https://airpluswa.com/,HVAC,Air Plus Heating & Air Conditioning specializes in providing exceptional heating and air conditioning services in Bellingham and surrounding areas.,"Heating Services, Air Conditioning Services, Heater Repair, Emergency HVAC Services, Ductwork, Thermostats, Indoor Air Quality",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:26:30.513700,,2025-07-31 19:40:29.779733
AIR SYSTEMS ENGINEERING INC,AIRSYE*229KN,CONSTRUCTION CONTRACTOR,3602 S PINE ST,,TACOMA,WA,984098197,(253) 572-9484,"CRAWFORD, DOUGLAS D",https://asei.ws/,HVAC,"Air Systems Engineering has over 50 years of experience in providing high-quality HVAC services, focusing on design, fabrication, installation, and maintenance for commercial clients.","HVAC design, HVAC installation, HVAC maintenance, HVAC fabrication",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:26:46.583962,,2025-07-31 19:40:29.779733
AIR SYSTEMS ENGINEERING INC,AIRSYEI009KS,ELECTRICAL CONTRACTOR,3602 S PINE ST,,TACOMA,WA,98409,(253) 572-9484,"CRAWFORD, KANDI K",https://asei.ws/,HVAC,"Air Systems Engineering, Inc. has been providing quality HVAC services for over 50 years, specializing in design, fabrication, installation, and maintenance for commercial clients.","HVAC design, HVAC installation, HVAC maintenance, HVAC fabrication",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:26:49.814143,,2025-07-31 19:40:29.779733
AIR-DUCT PRO PLUS,AIRDUPP753CJ,CONSTRUCTION CONTRACTOR,1661 E WABASH ST,,PORT ANGELES,WA,98362,(360) 477-0114,"GUSTAFSON, ALAN WILLIAM",https://www.air-ductproplus.com/,HVAC,"Air Duct Pro Plus is a family-owned business in Port Angeles, WA, specializing in air duct and dryer vent cleaning, as well as handyman services. They focus on improving indoor air quality and providing dependable service to both residential and commercial clients.","Air Duct Cleaning, Dryer Vent Cleaning, Handyman Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:27:01.735406,,2025-07-31 19:40:29.779733
AIRBEST HOME SERVICES,AIRBEHS760LO,CONSTRUCTION CONTRACTOR,18726 111th Ave E,,PUYALLUP,WA,98374,(253) 248-5170,"BERGSTROM, JASON P C",http://puyallupsumnerchamber.chambermaster.com/list/member/air-best-home-services-8795.htm,HVAC,"AirBest Home Services is a local, family- and veteran-owned business providing professional HVAC services, including AC installation, to ensure homes stay cool during the summer months.","AC Installation, HVAC Repair, Emergency Services, Duct Cleaning",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:26:58.591861,,2025-07-31 19:40:29.779733
AIRGANIC LLC,AIRGAL*847PK,CONSTRUCTION CONTRACTOR,9639B Firdale Ave,,Edmonds,WA,98020,(206) 747-4769,"ZAMIR, GAL",https://www.alignable.com/edmonds-wa/airganic-llc/air-conditioning?cyattr=t-n-&cyfid=bb2b694fafcb4cc2ad5395605b652758,HVAC,"AirGanic LLC specializes in HVAC services including air conditioning installation, furnace service, and indoor air quality solutions in the Puget Sound area.","Air conditioning installation, Furnace service and tune-up, Duct cleaning, Insulation, Heating and cooling systems installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:27:27.456363,,2025-07-31 19:40:29.779733
AIRTEST CO LLC,AIRTECL790D9,CONSTRUCTION CONTRACTOR,21031 67th Ave W,,Lynnwood,WA,98036,(425) 313-0172,"WYMAN, BRENT KENNETH",https://www.smacnaww.org/contractors/all-contractors/,HVAC,"Airtest Co. LLC provides high-quality HVAC Testing, Adjusting, Balancing, and Commissioning, utilizing the latest technology and applying best practices.","HVAC Testing, HVAC Adjusting, HVAC Balancing, HVAC Commissioning",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:27:37.952044,,2025-07-31 19:40:29.779733
AIRTHERM CORPORATION,AIRTHC*751JA,CONSTRUCTION CONTRACTOR,PO BOX 426,,LONGVIEW,WA,98632,(360) 425-5101,"KIGGINS, CHRISTIE MAYLENE",https://airthermcorp.com/,HVAC,"AIRTHERM Corporation provides innovative air systems, offering efficient and advanced HVAC solutions for commercial and industrial needs.","Engineering, Manufacturing, Installation of HVAC systems, Industrial Building Ventilation, Dust Control and Collection, Paper Machine Hoods, Pocket Ventilation Systems, Yankee Hoods and Air Systems, OEM Replacement Parts",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:27:40.778113,,2025-07-31 19:40:29.779733
AJ'S STRUCTURAL FRAMING,AJSSTSF802CF,CONSTRUCTION CONTRACTOR,5627 Pacific Ave,,Tacoma,WA,98408,(206) 261-1103,"BOEHME-RODRIGUEZ, ANNALISA CAT",https://dragonflydb.com/partners/,Framing,"AJ's Structural Framing specializes in structural framing services in Tacoma, WA.","Structural Framing, Wood Framing, Residential Framing",0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:28:02.359300,,2025-07-31 19:40:29.779733
AK KREUTZER CONSTRUCTION LLC,AKKREKC928M5,CONSTRUCTION CONTRACTOR,PO BOX  8079,,COVINGTON,WA,98042,(206) 444-5236,"KREUTZER, KENNETH EUGENE JR",https://www.nwvinyldecks.com/glass-railing-systems/,Windows & Doors,"AK Kreutzer Construction specializes in deck waterproofing, glass railing systems, and aluminum railings, serving residential and commercial clients in Tacoma, King County, and Pierce County, WA.","Deck Waterproofing, Glass Railing Installation, Aluminum Railing Installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:28:45.564186,,2025-07-31 19:40:29.779733
AK PACIFIC PAINTING,AKPACPP764DJ,CONSTRUCTION CONTRACTOR,2106 Cascade Way,,LONGVIEW,WA,98632,(360) 703-7435,"Resendiz Torres, Alejandro",https://akpacificpainting.com/,Painting,"AK Pacific Painting is a family-owned business with over 15 years of experience specializing in residential and commercial painting services, including custom homes and remodels.","Interior Painting, Exterior Painting, Custom Homes, Remodels, Professional Caulking, Kitchen Cabinet Painting, Trim, Baseboards, and Doors, Wood Staining and Clear Coats",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:28:34.614194,,2025-07-31 19:40:29.779733
AL'S TILE & GRANITE LLC,ALSTITG932LA,CONSTRUCTION CONTRACTOR,24211 E Wellesley Ave,,Otis Orchards,WA,99027,(206) 334-8957,"KOCHEROV, IVAN A",https://www.alstileandgranite.com/,Kitchen & Bath,"Al's Tile & Granite LLC is a premier destination for full kitchen and bathroom remodeling services in Otis Orchards, WA.","Kitchen remodeling, Bathroom remodeling, Cabinet installation, Countertop installation, Flooring installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:29:33.270174,,2025-07-31 19:40:29.906361
ALANYA HOME IMPROVEMENT,ALANYHI760L1,CONSTRUCTION CONTRACTOR,7241 185TH AVE NE,UNIT 656,REDMOND,WA,98073,(425) 362-9216,"ALANYA, DANIELS",https://alanyaimprovement.com/,Handyman,"Alanya Home Improvement specializes in home remodeling, including kitchen and bathroom renovations, flooring installation, and handyman services in the Redmond, WA area.","Kitchen Remodeling, Bathroom Remodeling, Flooring Installation, Handyman Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:29:50.193300,,2025-07-31 19:40:29.906361
ALBATROSS HVAC INC,ALBATHI911RT,CONSTRUCTION CONTRACTOR,PO BOX 2947,,BATTLE GROUND,WA,98604,(360) 687-8660,"ALBERTUS, RYAN LYNN",https://albatrosshvac.com/,HVAC,"Albatross HVAC Inc. is a local, owner-operated HVAC contractor in Battle Ground, WA, specializing in heating and cooling solutions for residential and commercial clients.","HVAC installation, HVAC repair, HVAC maintenance, furnace repair, air conditioning repair, heat pump services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:30:12.342678,,2025-07-31 19:40:29.906361
ALBATROSS HVAC INC,ALBATHI902BF,ELECTRICAL CONTRACTOR,PO BOX 2947,,BATTLE GROUND,WA,98604,(360) 687-8660,"ALBERTUS, RYAN",https://albatrosshvac.com/,HVAC,"Albatross HVAC Inc. is a local, owner-operated HVAC service contractor in Battle Ground, WA, specializing in heating and cooling solutions for residential and commercial clients.","HVAC installation, HVAC repair, HVAC maintenance, furnace repair, air conditioning repair, heat pump services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:30:08.529295,,2025-07-31 19:40:29.906361
ALBERTA SEPTIC SYSTEMS INC,ALBERSS110JF,CONSTRUCTION CONTRACTOR,8808 144TH PL SE,,NEWCASTLE,WA,98059,(425) 271-6524,"COUTY, PETER MICHAEL",https://nextdoor.com/pages/alberta-septic-systems-renton-wa/,Plumbing,Alberta Septic Systems is the leading septic service provider offering an extensive range of septic tank services in Newcastle and surrounding areas.,"Septic tank pumping, Septic system maintenance, Septic system inspection, Septic tank installation, Distribution box replacement",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:30:33.610524,,2025-07-31 19:40:29.906361
ALBINA FUEL COMPANY,ALBINFC950ME,CONSTRUCTION CONTRACTOR,801 MAIN STREET,,VANCOUVER,WA,98660,(360) 816-8016,"ARNTSON, JARL A",https://albinaholdings.com/,Asphalt,Albina Fuel Company is a contractor specializing in asphalt production and paving solutions for both public and private sectors.,"Asphalt production, Road improvement solutions, Paving services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:30:39.459672,,2025-07-31 19:40:29.906361
ALCHEMY WORKS LLC,ALCHEWL822DT,CONSTRUCTION CONTRACTOR,4502 SORREL AVE NE,,BAINBRIDGE ISLAND,WA,98110,(206) 661-3745,"AVERY, ROBERT",https://nextdoor.com/pages/alchemy-works-llc-bainbridge-island-wa/,Handyman,"Alchemy Works LLC is a handyman and remodeling service based in Bainbridge Island, WA, specializing in carpentry, kitchen remodeling, and general home repairs.","Carpentry, Kitchen remodeling, Handyman services, Bathroom remodeling",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:30:59.579401,,2025-07-31 19:40:29.906361
ALDAN CONSTRUCTION LLC,ALDANCL771L8,CONSTRUCTION CONTRACTOR,3308 S 11th St,,Tacoma,WA,98405,(253) 999-0144,"ALDAN, JEFFREY SEMAN",https://mbamemberzone.tacomawebsite.net/list/member/aldan-construction-llc-5016,General Contractor,"ALDAN CONSTRUCTION LLC is a general contractor based in Tacoma, WA, providing various construction services.",,0.77,0.75,0.80,,completed,pending_review,2025-07-31 20:31:08.603282,,2025-07-31 19:40:29.906361
ALDER CONSTRUCTION,ALDERC*862J2,CONSTRUCTION CONTRACTOR,62 CANDY LN,,WASHOUGAL,WA,98671,(360) 837-1481,"MORTENSON, DARREN EUGENE",https://www.skamaniapud.com/electric/electric-line-extensions/,Excavation,"Alder Construction is a licensed construction contractor based in Washougal, WA, specializing in excavation services.","Excavation, Site Preparation, Septic System Installation",0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:31:12.692595,,2025-07-31 19:40:29.906361
ALDER WOOD CONSTRUCTION LLC,ALDERWC851PF,CONSTRUCTION CONTRACTOR,17768 DOUGLAS RD NW,,POULSBO,WA,98370,(253) 223-0334,"HERNANDEZ, JORGE",https://covalhomes.com/,General Contractor,"ALDER WOOD CONSTRUCTION LLC specializes in custom home building and construction services in the Poulsbo, WA area.","Custom Home Building, Residential Construction, Home Renovation",0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:31:26.922362,,2025-07-31 19:40:29.906361
ALDRICH & ASSOCIATES INC,ALDRIA*202RU,CONSTRUCTION CONTRACTOR,810 240TH ST SE,,BOTHELL,WA,98021,(425) 483-1313,"SCHUH, JOHN F",https://www.cleantechalliance.org/member/aldrich-associates-inc/,General Contractor,"Aldrich & Associates, Inc is a full-service general contractor specializing in healthcare, veterinary, dental, life science, laboratory, and corporate office projects.","General Contracting, Healthcare Construction, Corporate Office Construction, Laboratory Construction",0.79,0.75,0.85,,completed,pending_review,2025-07-31 20:31:34.262212,,2025-07-31 19:40:29.906361
ALEX HOME REPAIR LLC,ALEXHHR764B2,CONSTRUCTION CONTRACTOR,108 W Bartlett Rd,,Lynden,WA,98264,(253) 527-8957,"Borschchenko, Aleksandr",https://alexhomerepair.com/,Handyman,"Alex Home Repair LLC offers a wide range of home repair and remodeling services in Bellingham, Lynden, and Ferndale, focusing on quality craftsmanship and customer satisfaction.","Remodeling, Painting, Drywalling, Texturing, Flooring, Carpentry, Tiling, Doors & Windows",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:32:07.927328,,2025-07-31 19:40:29.906361
ALEX'S LANDSCAPING,ALEXSL*940P7,CONSTRUCTION CONTRACTOR,PO BOX 2613,,POULSBO,WA,98370,(360) 620-6917,"LARIOS, ALEJANDRO (S)",https://www.alexslands.com/,Landscaping,"Alex's Landscaping offers comprehensive lawn care services in Poulsbo, WA, focusing on lawn mowing, weed/pest control, fertilization, overseeding, and aeration.","Lawn mowing, Weed control, Pest control, Fertilization, Overseeding, Aeration, Sprinkler installation, Lawn maintenance, Excavating services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:32:31.411230,,2025-07-31 19:40:29.906361
ALEXA'S TREE SERVICE LLC,ALEXATS776QO,CONSTRUCTION CONTRACTOR,305 W 31st ST,,VANCOUVER,WA,98660,(360) 723-6688,"BUCIO DE JESUS, SALV ADOR",https://www.alexastreeservicellc.net/,Landscaping,"Alexa's Tree Service LLC provides expert tree care services including tree removal, trimming, and emergency services in Vancouver, WA.","Tree Removal, Tree Trimming, Stump Removal, Emergency Tree Services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:32:34.339780,,2025-07-31 19:40:29.906361
ALEXANDER GOW FIRE EQUIP CO,ALEXAGF835QB,CONSTRUCTION CONTRACTOR,1436 NW 53RD ST,,SEATTLE,WA,98107,(206) 632-2810,"SCHULER, DANIEL JOSEPH",http://www.gowfire.com/,Fire Protection,"Alexander Gow Fire Equipment Co. provides comprehensive fire protection services, including installation and inspection of fire suppression systems for commercial, industrial, and marine customers.","Fire Suppression Systems Installation, Fire Equipment Inspections, Marine Fire Suppression Systems, Commercial Kitchen Fire Suppression Systems, Portable Fire Extinguisher Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:32:46.096088,,2025-07-31 19:40:29.906361
