business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
AAA ASPHALT PAVING 1 INC,AAAASAP837BF,CONSTRUCTION CONTRACTOR,24429 106th Ave SE,,KENT,WA,98030,(253) 854-0179,"Singh, Amarjit",https://www.asphaltandpavingwa.com/,Paving,"AAA Asphalt Paving 1 Inc. is a family-owned and operated business providing asphalt paving, sealcoating, and other paving services in Kent, WA, and the Greater Seattle metro area for over 25 years.","Asphalt Paving, Residential Driveways, Commercial Parking Lots, Complete Site Work, Clearing, Grading, Sight Development, Storm Drainage, Seal Coating, Pavement Markings",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:29:46.459550,,2025-07-31 19:40:29.399204
AAA FLOORING & MORE LLC,AAAFLFM828CE,CONSTRUCTION CONTRACTOR,17461 147TH ST SE STE 13A,,MONROE,WA,98272,(425) 595-0381,"KURILCHENKO, EDUARD S",https://aaaflooringandmore.com/,Flooring,"AAA Flooring & More LLC is a flooring and countertop shop located in Monroe, WA, specializing in the sale and installation of various flooring products.","Flooring installation, Countertop installation, Tile installation",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:32:33.138054,,2025-07-31 19:40:29.399204
AAA KARTAK CO,AAAKAKC832JL,CONSTRUCTION CONTRACTOR,2720 34th St,,Everett,WA,98201,(425) 438-8000,"KARTAK, CAMERON DAVID",https://www.handle.com/supplier/hardware-speciality-inc-2cfe/,Windows & Doors,"AAA KARTAK CO specializes in frameless shower doors, designer closet organizers, residential glass and mirrors, and commercial storefronts and glazing. It is a family-owned and operated business serving the Puget Sound area since 1956.","Frameless Shower Doors, Designer Closet Organizers, Residential Glass & Mirrors, Commercial Storefronts & Glazing",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:32:59.978780,,2025-07-31 19:40:29.399204
AAA PUMP & WELL DRILLING,AAAPUPW784R7,PLUMBING CONTRACTOR,P O BOX 296,,MONROE,WA,982720296,(425) 239-8769,"Herman, Leonard M",https://www.aaawater.com/,Plumbing,"AAA Pump & Well Drilling specializes in well drilling, water pump installation, and water purification services, serving Snohomish and King County since 1960.","Well Drilling, Water Pump Installation, Water Purification, Well Rehabilitation, Water Quality Testing",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:33:51.862653,,2025-07-31 19:40:29.399204
AAA PUMP & WELL DRILLING,AAAPUPW78497,ELECTRICAL CONTRACTOR,P O BOX 296,,MONROE,WA,982720296,(425) 239-8769,"Herman, Leonard M",https://www.aaawater.com/,Well Drilling,"AAA Pump & Well Drilling provides well drilling, water pump installation, and water purification services in Snohomish and King County, Washington.","Well Drilling, Water Pump Installation, Water Purification, Well Rehabilitation, Diagnostics and Inspection",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:33:48.321902,,2025-07-31 19:40:29.399204
AAA RAIN GUTTERS LLC,AAARARG762DK,CONSTRUCTION CONTRACTOR,3800 Bridgeport Way,#A446,UNIVERSITY PLACE,WA,98466,(253) 227-6081,"CORREA, BRYSON JOSEPH KEAHI",https://www.aaaraingutter.com/,Gutters,"AAA Rain Gutters, LLC provides professional gutter installation, repair, and cleaning services in University Place, WA, with over nineteen years of experience.","Gutter Installation, Gutter Repair, Gutter Cleaning, Gutter Protection",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:34:04.622704,,2025-07-31 19:40:29.399204
AAA ROOFING SERVICES LLC,AAARORS859MG,CONSTRUCTION CONTRACTOR,11410 NE 124TH ST,,KIRKLAND,WA,98034,(425) 443-1275,"TELES, JOAO LUIZ",https://aaaroofingservices.com/,Roofing,"AAA Roofing Services LLC offers a full range of roofing services for both residential and commercial clients, including maintenance, repair, and installation of various roofing systems.","Roof maintenance, Roof repair, Roof installation, Chimney sweeping, Siding, Gutters",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:34:16.034348,,2025-07-31 19:40:29.399204
AAA SEPTIC LLC,AAASESL777JL,CONSTRUCTION CONTRACTOR,PO Box 1460,,SHELTON,WA,98584,(360) 427-6110,"WEILAND, NATHAN MICHAEL",https://aaasepticshelton.com/,Septic Services,"AAA Septic LLC provides expert septic tank pumping, repairs, and portable restroom rentals across Mason, Kitsap, Thurston, Jefferson, Lewis, and Grays Harbor counties.","Septic tank pumping, O&M inspections, Septic repairs and riser installation, Line camera inspection and jetting, Home sale services, RV and holding tank pumping, Portable toilet rentals",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:34:33.152279,,2025-07-31 19:40:29.399204
AAA SEPTIC SERVICE LLC,AAASESS933D3,CONSTRUCTION CONTRACTOR,PO BOX 1615,,BATTLE GROUND,WA,98604,(360) 687-8960,"MATTOX, ZACHERY DANIEL M",https://www.co.cowlitz.wa.us/1617/Licensed-Septic-Tank-Pumpers,Plumbing,"AAA Septic Service provides professional septic system services in the Battle Ground and Vancouver area, ensuring the job is done right the first time.","Septic tank pumping, Septic system maintenance, Septic system installation",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:34:40.916012,,2025-07-31 19:40:29.399204
AAA SOLID CONCRETE CONST INC,AAASOCC926LR,CONSTRUCTION CONTRACTOR,802 163rd Ave SE,,SNOHOMISH,WA,98290,(206) 713-2002,"ANISSIPOUR, JESCIA LEE",https://aaasolid.com/,Concrete,"AAA Solid Concrete Construction specializes in residential decorative concrete, providing solutions for driveways, sidewalks, entryways, patios, and stairs in the Puget Sound area.","Driveways, Patios, Entryways, Flatwork",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:34:56.043279,,2025-07-31 19:40:29.399204
AAK ROOFING LLC,AAKRORL839J4,CONSTRUCTION CONTRACTOR,12217 NE 109th Street,,VANCOUVER,WA,98682,(360) 521-4812,"KHARKOV, ANATOLIY A",https://www.aakroofing.com/,Roofing,"AAK Roofing LLC is a professional roofing company based in Vancouver, WA, specializing in residential roofing services including installation, repair, and maintenance.","Roof Installation, Roof Replacement, Roof Repair, Roof Inspection, Roof Restoration",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:36:18.384995,,2025-07-31 19:40:29.399204
AAKOOL HEATING & COOLING LLC,AAKOOHC775DB,CONSTRUCTION CONTRACTOR,6401 21ST ST,,TACOMA,WA,98422,(425) 470-3516,"AAKOOL, FIRAS AZZAWI",https://aakool.com/,HVAC,"Aakool Heating and Cooling LLC is a premier HVAC service provider in Tacoma, WA, offering a comprehensive range of heating and cooling services.","HVAC Installation Services, HVAC Repair and Maintenance Services, Tankless and Ductless Mini Split Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:36:21.978050,,2025-07-31 19:40:29.399204
AARON CARTER CONSTRUCTION LLC,AARONCC990QW,CONSTRUCTION CONTRACTOR,120 41ST AVE NE,,OLYMPIA,WA,98506,(360) 357-8429,"CARTER, AARON LEE",https://aaroncarterconstruction.com/,Roofing,Aaron Carter Construction LLC specializes in the installation of quality roofing products and has been serving Western Washington for nearly a decade.,"Roof installation, Roof repair, Roof maintenance",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:37:46.845686,,2025-07-31 19:40:29.399204
AARON GARNER,AARONG*782CC,CONSTRUCTION CONTRACTOR,714 7TH AVE,APT 415,SEATTLE,WA,98104,(206) 240-0478,"GARNER, AARON MATTHEW",https://www.rcrwa.com/members/aaron-garner/,Handyman,"Aaron Garner is a licensed, bonded, and insured general contractor with over 10 years of experience, specializing in residential remodeling and handyman services.","Custom millwork, Drywall/plaster repair, Painting, Cabinet repair and installation, Floor leveling, General home repairs",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:38:01.057099,,2025-07-31 19:40:29.399204
