business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,gpt4mini_analysis,created_at
12 MOONS LLC,12MOOML924JS,CONSTRUCTION CONTRACTOR,3900 NE 82ND STREET,,VANCOUVER,WA,98665,(360) 909-6051,"ROBISON, DALE",,General Contracting,"A construction company based in Vancouver, WA, specializing in residential and commercial building projects with a focus on quality craftsmanship.","{""Residential Building"",""Commercial Building"",""Quality Craftsmanship""}",0.80,,,,completed,approved_download,2025-07-23 03:20:48.459298,,,2025-07-22 23:37:37.197793
12 VOLT TECH SERVICES,12VOLVT847PE,CONSTRUCTION CONTRACTOR,701 Alta St SW Apt B108,,OLYMPIA,WA,98502,(360) 250-1759,"Martin, Stephen James",https://ospi.k12.wa.us/,Electrical,"12 Volt Tech Services specializes in electrical services, particularly in the area of technology support.","{""Electrical installations"",""Technical support"",""Wiring services""}",0.80,,,,completed,approved_download,2025-07-23 04:53:58.096084,,,2025-07-22 23:37:37.197793
1208 BERTONA LLC,1208BBL832ML,CONSTRUCTION CONTRACTOR,"6518 PHINNEY AVE N, STE B",,SEATTLE,WA,98103,(206) 784-4505,"KOHARY, MIKLOS",https://www.redfin.com/WA/Seattle/1208-W-Bertona-St-98119/home/129564,Handyman,"1208 BERTONA LLC is a construction contractor based in Seattle, WA, specializing in general repair services.","{""Home Repair"",""General Maintenance"",Renovations}",0.80,,,,completed,approved_download,2025-07-23 04:54:06.198565,,,2025-07-22 23:37:37.197793
123 BEST CONSTRUCTION LLC,123BEBC804M2,CONSTRUCTION CONTRACTOR,P.O. BOX 1935,,MILTON,WA,98354,(253) 862-6511,"HAYMOND, SCOTT MICHAEL",https://revenue.delaware.gov/business-license-search/,Handyman,"123 BEST CONSTRUCTION LLC is a licensed construction contractor based in Milton, WA, offering a range of handyman services.","{""General Repairs"",""Home Improvement"",""Maintenance Services""}",0.80,,,,completed,approved_download,2025-07-23 04:54:14.046195,,,2025-07-22 23:37:37.197793
123 FLOOR LLC,123FLFL783LT,CONSTRUCTION CONTRACTOR,12803 12TH DR SE,,EVERETT,WA,98208,(425) 312-5108,"PORTASH, VASYL",https://upwards.com/daycare/123-daycare-everett,Flooring,"123 FLOOR LLC is a construction contractor based in Everett, WA, specializing in flooring installation services.",{},0.80,,,,completed,approved_download,2025-07-23 04:54:26.290158,,,2025-07-22 23:37:37.197793
"12750 DAYTON AVE N, LLC",12750DA841DZ,CONSTRUCTION CONTRACTOR,3726 BROADWAY STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",https://www.redfin.com/WA/Seattle/12738-Dayton-Ave-N-98133/home/97607,Handyman,"12750 DAYTON AVE N, LLC is a contractor business located in Everett, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance"",""Residential Services""}",0.80,,,,completed,approved_download,2025-07-23 04:54:23.771972,,,2025-07-22 23:37:37.197793
12TH AVENUE IRON INC,12THAAI925C2,CONSTRUCTION CONTRACTOR,1423 S DEARBORN ST,,SEATTLE,WA,981442801,(206) 325-0792,"MARKS, STEPHEN E",http://murphyauction.com/Auction/Details/9637,Handyman,12TH AVENUE IRON INC. is involved in online auctions and may provide fabrication and welding services.,"{Fabrication,Welding}",0.80,,,,completed,approved_download,2025-07-23 04:54:36.041439,,,2025-07-22 23:37:37.197793
12TH MAN CONSTRUCTION INC,12THMMC846K3,CONSTRUCTION CONTRACTOR,20911 82nd Ave W,,EDMONDS,WA,98026,(360) 420-1850,"KAPARCHUK, VYACHESLAV L",https://www.ckcps.com/projects/tower-12,Concrete,"12TH MAN CONSTRUCTION INC is a construction contractor based in Edmonds, WA, specializing in various construction services.",{},0.80,,,,completed,approved_download,2025-07-23 04:55:03.188244,,,2025-07-22 23:37:37.197793
12TH MAN LLC,12THMML834BF,CONSTRUCTION CONTRACTOR,12900 NE 180th St Ste 220,,BOTHELL,WA,98011,(425) 949-8041,"Freed, Joshua D",https://www.chocolateman.com/,Handyman,"12TH MAN LLC is a construction contractor based in Bothell, WA, providing various handyman services.",{},0.80,,,,completed,approved_download,2025-07-23 04:55:03.193939,,,2025-07-22 23:37:37.197793
136TH AVENUE SE NEW CASTLE LLC,136THAS827L6,CONSTRUCTION CONTRACTOR,411 1ST AVENUE SOUTH STE 650,,SEATTLE,WA,98104,(206) 728-6543,"TINGSTAD, MARK BRIAN",https://www.redfin.com/WA/Newcastle/8300-136th-Ave-SE-98059/home/415069,Handyman,"136TH AVENUE SE NEW CASTLE LLC is a contractor business based in Seattle, WA, specializing in construction services.",{},0.80,,,,completed,approved_download,2025-07-23 04:55:39.07822,,,2025-07-22 23:37:37.197793
13733 19TH AVE NE LLC,137331A842DA,CONSTRUCTION CONTRACTOR,3726 BROADWAY SUITE 301,,EVERETT,WA,98201,(425) 212-2210,"CEDAR PARK I, LLC",https://www.redfin.com/neighborhood/2037/WA/Seattle/Olympic-Hills/houses-for-rent,Handyman,"13733 19TH AVE NE LLC is a contractor business located in Everett, WA, specializing in general repair services.",{},0.80,,,,completed,approved_download,2025-07-23 04:55:39.081694,,,2025-07-22 23:37:37.197793
14 CONSTRUCTION LLC,14CONCL771LE,CONSTRUCTION CONTRACTOR,14730 REEDER RD SW,,TENINO,WA,98589,(425) 892-0052,"DUNN, JASON EDWARD",https://www.lni.wa.gov/licensing-permits/other-licenses-permits/asbestos-certification,Handyman,"14 Construction LLC is a contractor business located in Tenino, WA, specializing in various construction-related services.",{},0.80,,,,completed,approved_download,2025-07-23 04:55:45.598345,,,2025-07-22 23:37:37.197793
1403-WLD DAMSON ROAD LLC,1403WDR857JO,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,"WESTCOTT HOLDINGS, INC",https://data.seattle.gov/api/views/wnbq-64tb/rows.csv?accessType=DOWNLOAD,Handyman,"1403-WLD DAMSON ROAD LLC is a construction contractor based in Kirkland, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance"",""Residential Services""}",0.80,,,,completed,approved_download,2025-07-23 04:56:15.792519,,,2025-07-22 23:37:37.197793
1404-WLD IssaquahTownhome LLC,1404WIL847NR,CONSTRUCTION CONTRACTOR,1010 Market Street,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD,Handyman,"1404-WLD IssaquahTownhome LLC is a licensed construction contractor based in Kirkland, WA, specializing in general repair services.","{""Home Repair"",""Maintenance Services"",""General Handyman Services""}",0.80,,,,completed,approved_download,2025-07-23 04:56:00.176415,,,2025-07-22 23:37:37.197793
1408-WLD 148TH Townhomes LLC,1408W1T843NR,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD,Handyman,"1408-WLD 148TH Townhomes LLC is a construction contractor based in Kirkland, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance""}",0.80,,,,completed,approved_download,2025-07-23 04:56:40.931562,,,2025-07-22 23:37:37.197793
1503-WLD SHR LLC,1503WSL836L2,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD&api_foundry=true,Handyman,"1503-WLD SHR LLC is a construction contractor based in Kirkland, WA, specializing in handyman services.","{""General Repairs"",""Home Maintenance"",""Residential Services""}",0.80,,,,completed,approved_download,2025-07-23 04:56:40.935966,,,2025-07-22 23:37:37.197793
1535 23rd Ave LLC,153522A838LN,CONSTRUCTION CONTRACTOR,10829 NE 68TH ST. SUITE B,,KIRKLAND,WA,98033,(206) 624-7888,"Roupe, Rachel Diane",https://www.redfin.com/WA/Seattle/1513-23rd-Ave-S-98144/home/2084630,Handyman,"1535 23rd Ave LLC is a contractor business based in Kirkland, WA, specializing in general repair services.","{""Home Repair"",Renovations,Maintenance}",0.80,,,,completed,approved_download,2025-07-23 04:56:25.463137,,,2025-07-22 23:37:37.197793
15TH & OLIVE GENERAL CONTR,15THOOG830M1,CONSTRUCTION CONTRACTOR,2000 FAIRVIEW AVE E,STE 103,SEATTLE,WA,98102,(206) 347-3472,"JOLLEY, CHRISTOPHER GARDNER",https://denizen.homes/showcase-gallery/15th-olive-townhomes/,Handyman,"15th & Olive General Contractor specializes in the construction of townhomes, offering modern living spaces with various amenities in Seattle.","{""General Contracting"",""Townhome Construction"",""Residential Construction""}",0.80,,,,completed,approved_download,2025-07-23 04:56:44.634392,,,2025-07-22 23:37:37.197793
1624 CARPENTRY,1624CC*810P1,CONSTRUCTION CONTRACTOR,13900 SE FAIRWOOD BLVD,,RENTON,WA,98058,(206) 406-6654,"BARNESS, ERIK WILLIAM",https://www.zgf.com/leadership/1562-allyn-stellmacher,Handyman,"1624 Carpentry is a contractor business based in Renton, WA, specializing in carpentry and general handyman services.","{""General Carpentry"",""Home Repairs"",""Custom Woodwork""}",0.80,,,,completed,approved_download,2025-07-23 04:56:53.042518,,,2025-07-22 23:37:37.197793
168 CONSTRUCTION LLC,168COCL766CM,CONSTRUCTION CONTRACTOR,859 132ND AVE NE,,BELLEVUE,WA,98005,(425) 295-8786,"HOU, LIMENG",https://www.redfin.com/WA/Bellevue/168-163rd-Pl-SE-98008/home/426184,Handyman,"168 Construction LLC is a construction contractor based in Bellevue, WA, providing various general repair services.","{""General Repairs"",""Home Renovations"",Remodeling}",0.80,,,,completed,approved_download,2025-07-23 04:57:00.712079,,,2025-07-22 23:37:37.197793
168 CONSTRUCTION MONEY LLC,168COCM765LK,CONSTRUCTION CONTRACTOR,4957 LAKEMONT BLVD,#C-4,BELLEVUE,WA,98006,(206) 981-8888,"RICE, KIMBERLY CHRISTIAN",https://www.redfin.com/WA/Bellevue/2600-168th-Ave-NE-98008/home/433071,Handyman,"168 Construction Money LLC is a licensed construction contractor based in Bellevue, WA, providing various general repair services.","{""General Repairs"",""Home Renovations"",Remodeling}",0.80,,,,completed,approved_download,2025-07-23 04:57:00.71308,,,2025-07-22 23:37:37.197793
16D LLC,16DLLL*895D2,CONSTRUCTION CONTRACTOR,PO BOX 804,,VASHON,WA,98070,(206) 218-4890,"DAVIS, JANELLE M",https://www.graysharbor.us/howdoi/small_works_projects_awarded.php,Electrical,"16D LLC provides construction and electrical services, including fire alarm services.","{""Fire Alarm Services""}",0.80,,,,completed,approved_download,2025-07-23 04:57:03.344371,,,2025-07-22 23:37:37.197793
17 HOME SERVICES LLC,17HOMHS764CO,CONSTRUCTION CONTRACTOR,8710 VINCE RD NE,,MOSES LAKE,WA,98837,(509) 668-0318,"MARTINEZ VAZQUEZ, LORENZO ANTO",https://fs.fldfs.com/dispub2/cexhwaro.html,Handyman,"17 Home Services LLC provides a range of handyman and construction services in Moses Lake, WA.","{""General Repairs"",""Home Maintenance"",""Handyman Services""}",0.80,,,,completed,approved_download,2025-07-23 04:57:39.355339,,,2025-07-22 23:37:37.197793
180 DEGREE DESIGN LLC,180DEDD790PA,CONSTRUCTION CONTRACTOR,17008 117TH PL NE,,ARLINGTON,WA,98223,(425) 948-5299,"SATTLER, MISTY MARIE",https://www.uta.edu/,Handyman,"180 Degree Design LLC is a general contractor based in Arlington, Washington, providing various construction-related services.",{},0.80,,,,completed,approved_download,2025-07-23 04:57:36.00949,,,2025-07-22 23:37:37.197793
1800 BLACKTOP LLC,1800BBL762D7,CONSTRUCTION CONTRACTOR,25917 86TH AVE E,,GRAHAM,WA,98338,(253) 339-8710,"STANLEY, VINCENT BRODY",https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ABLACK%2A,Paving,1800 BLACKTOP LLC specializes in asphalt paving and related services.,"{""Asphalt paving"",Sealcoating,""Driveway installation"",""Pavement maintenance""}",0.80,,,,completed,approved_download,2025-07-23 04:57:44.913235,,,2025-07-22 23:37:37.197793
1801-WLD LS TOWNHOMES LLC,1801WLT816KN,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://agi.alabama.gov/plantprotection/nursery-dealers/,Handyman,"1801-WLD LS TOWNHOMES LLC is a construction contractor based in Kirkland, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance"",Renovations}",0.80,,,,completed,approved_download,2025-07-23 04:57:50.712864,,,2025-07-22 23:37:37.197793
1812 EXTERIOR SOLUTIONS LLC,1812EES783DW,CONSTRUCTION CONTRACTOR,2602 Westridge Ave W,Apt m303,Tacoma,WA,98466,(253) 797-7172,"OZUNA GARDUNO, VICTOR",,Roofing,"1812 Exterior Solutions LLC is a contractor business based in Tacoma, WA, specializing in roofing and siding services.","{Roofing,Siding,Painting}",0.80,,,,completed,approved_download,2025-07-23 04:58:03.509921,,,2025-07-22 23:37:37.197793
1ALMEDAS CONSTRUCTION LLC,1ALMECL775KC,CONSTRUCTION CONTRACTOR,15702 ADMIRALTY WAY,APT A,LYNNWOOD,WA,98087,(425) 344-2682,"ALMEDA RODRIGUEZ, JUAN",https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD&api_foundry=true,Handyman,"1ALMEDAS CONSTRUCTION LLC is a handyman service based in Lynnwood, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance"",""Residential Services""}",0.80,,,,completed,approved_download,2025-07-23 05:10:45.728624,,,2025-07-22 23:37:37.197793
1ASUNRISE LLC,1ASUNL*771DT,CONSTRUCTION CONTRACTOR,35838 32ND AVE S,,AUBURN,WA,98001,(206) 226-9951,"KHANENKO, ANATOLIY V",https://data.wa.gov/api/views/g526-rd4x/rows.csv?accessType=DOWNLOAD&api_foundry=true,Handyman,"1ASUNRISE LLC is a construction contractor based in Auburn, WA, specializing in general repair services.","{""General Repairs"",""Home Maintenance"",""Emergency Services""}",0.80,,,,completed,approved_download,2025-07-23 05:11:05.736534,,,2025-07-22 23:37:37.197793
1ST & BEST CHOICE HTNG & A/C,1STBEBC923JN,CONSTRUCTION CONTRACTOR,PO BOX 296,,LOON LAKE,WA,99148,(509) 481-3717,"DAVING, ERIC JEFFREY",https://1st.net,HVAC,1ST & BEST CHOICE HTNG & A/C specializes in heating and air conditioning services.,"{""Heating installation and repair"",""Air conditioning installation and repair"",""HVAC maintenance""}",0.80,,,,completed,approved_download,2025-07-23 05:26:37.980388,,,2025-07-22 23:37:37.197793
1ST CALL CONSTRUCTION INC,1STCACC902NS,CONSTRUCTION CONTRACTOR,7104 NE 70TH ST,,VANCOUVER,WA,98661,(360) 546-3900,"SCHIEBEL, PHILIP ALAN",https://lni.wa.gov/licensing-permits/contractors/register-as-a-contractor/,Handyman,"1ST CALL CONSTRUCTION INC is a licensed construction contractor based in Vancouver, WA, specializing in various construction and repair services.",{},0.80,,,,completed,approved_download,2025-07-23 05:27:12.824854,,,2025-07-22 23:37:37.197793
1ST CHOICE APPLIANCE REPAIR,1STCHCA821KB,CONSTRUCTION CONTRACTOR,3902 W Clearwater Ave Ste 108,,KENNEWICK,WA,99336,(509) 570-6508,"Wilson, Luke Robert",https://1st.net,Handyman,"1ST CHOICE APPLIANCE REPAIR offers reliable appliance repair services in Kennewick, WA.","{""Appliance Repair""}",0.80,,,,completed,approved_download,2025-07-23 05:27:25.4397,,,2025-07-22 23:37:37.197793
1ST CHOICE DIRT MOVERS LLC,1STCHCD835BU,CONSTRUCTION CONTRACTOR,2533 E Pershing Ct.,,SHELTON,WA,98584,(360) 584-6597,"Syrek, Jason Alan",https://1st.net,Landscaping,"1ST CHOICE DIRT MOVERS LLC specializes in dirt moving services, providing reliable solutions for various excavation and landscaping needs.","{""Dirt moving"",Excavation,""Land clearing""}",0.80,,,,completed,approved_download,2025-07-23 05:27:56.559363,,,2025-07-22 23:37:37.197793
1ST CHOICE FLOORING LLC,1STCHCF820BQ,CONSTRUCTION CONTRACTOR,24200 HARVEY CREEK RD,,ARLINGTON,WA,98223,(425) 791-4351,"BARTHOLOMEW, JEFFREY JAMES",https://1st.net,Flooring,"1ST CHOICE FLOORING LLC is a flooring contractor based in Arlington, WA, specializing in flooring installation services.",{},0.80,,,,completed,approved_download,2025-07-23 05:28:04.197579,,,2025-07-22 23:37:37.197793
1ST CHOICE GLASS AUTO&HOME,1STCHCG815QR,CONSTRUCTION CONTRACTOR,1515 Iowa St,,BELLINGHAM,WA,98229,(360) 305-7930,"Myers, Matthew Christopher",https://1st.net,Windows & Doors,1ST CHOICE GLASS AUTO&HOME offers glass services for both automotive and residential needs.,"{""Auto Glass Repair"",""Home Glass Installation"",""Window Replacement""}",0.80,,,,completed,approved_download,2025-07-23 05:28:10.672752,,,2025-07-22 23:37:37.197793
1ST CHOICE HOME IMPRVMNT INC,1STCHCH837M4,CONSTRUCTION CONTRACTOR,PO BOX 44573,,TACOMA,WA,98448,(253) 324-3103,"BEZHENAR, ADA LEONIDOVNA",https://1st.net,Handyman,"1ST CHOICE HOME IMPRVMNT INC is a contractor business based in Tacoma, WA, specializing in home improvement services.",{},0.80,,,,completed,approved_download,2025-07-23 05:28:15.356383,,,2025-07-22 23:37:37.197793
1ST CHOICE LANDSCAPES,1STCHCL885CA,CONSTRUCTION CONTRACTOR,8703 S 133RD PL,,SEATTLE,WA,98178,(206) 799-9689,"NGUYEN, THU QUOC",https://1st.net,Landscaping,"1ST CHOICE LANDSCAPES offers landscaping services in Seattle, WA, focusing on outdoor design and maintenance.","{""Landscape Design"",""Lawn Care"",""Garden Maintenance"",Hardscaping}",0.80,,,,completed,approved_download,2025-07-23 05:28:27.360606,,,2025-07-22 23:37:37.197793
1ST CHOICE MECHANICAL PLLC,1STCHCM811DD,CONSTRUCTION CONTRACTOR,17805 BEAR CREEK FARM RD NE,,WOODINVILLE,WA,98077,(425) 367-1515,"PEREZ, CYNTHIA",https://1st.net,HVAC,"1ST CHOICE MECHANICAL PLLC is a contractor business located in Woodinville, WA, specializing in HVAC services.","{""Heating installation and repair"",""Cooling installation and repair"",""Ventilation services""}",0.80,,,,completed,approved_download,2025-07-23 05:28:42.078745,,,2025-07-22 23:37:37.197793
1ST CHOICE PAINTING & RMDLING,1STCHCP836L3,CONSTRUCTION CONTRACTOR,516 S 26TH AVE,,PASCO,WA,99301,(509) 460-3684,"ROJO, ADRIANA",https://1st.net,Painting,"1ST CHOICE PAINTING & RMDLING specializes in painting services, offering both interior and exterior solutions for residential and commercial properties.","{""Interior Painting"",""Exterior Painting"",""Residential Painting"",""Commercial Painting""}",0.80,,,,completed,approved_download,2025-07-23 05:28:45.283495,,,2025-07-22 23:37:37.197793
1ST CHOICE SIDING LLC,1STCHCS941BS,CONSTRUCTION CONTRACTOR,9724 50TH PLACE WEST,,MUKILTEO,WA,98275,(425) 772-0697,"BLYSHCHYK, VYACHESLAV",https://1st.net,Siding,1ST CHOICE SIDING LLC specializes in siding installation and repair services.,"{""Siding Installation"",""Siding Repair""}",0.80,,,,completed,approved_download,2025-07-23 05:29:31.307027,,,2025-07-22 23:37:37.197793
1ST CHOICE WLDNG & EQPMNT RPR,1STCHCW822LJ,CONSTRUCTION CONTRACTOR,231 NE BARBARA BLVD,,BELFAIR,WA,98528,(360) 801-3153,"VERMALEN, CHRISTOPHER LEE",https://1st.net,Handyman,1ST CHOICE WLDNG & EQPMNT RPR specializes in welding and equipment repair services.,"{Welding,""Equipment Repair""}",0.80,,,,completed,approved_download,2025-07-23 05:29:42.401325,,,2025-07-22 23:37:37.197793
1ST CLASS FLOORING SOLUTIONS,1STCLCF799O8,CONSTRUCTION CONTRACTOR,6422 NE FOURTH PLAIN BLVD,APT H8,VANCOUVER,WA,98661,(360) 842-1170,"MEJIA-REYES, JUAN CARLOS",https://1st.net,Flooring,1ST CLASS FLOORING SOLUTIONS specializes in flooring installation services.,{},0.80,,,,completed,approved_download,2025-07-23 05:29:56.125783,,,2025-07-22 23:37:37.197793
1ST CLASS SHEET METAL RFNG LLC,1STCLCS807MM,CONSTRUCTION CONTRACTOR,3711 e 18thst,Same,VANCOUVER,WA,98661,(360) 842-1170,"MEJIA REYES, JUAN CARLOS",https://1st.net,HVAC,"1ST CLASS SHEET METAL RFNG LLC specializes in HVAC services, particularly in sheet metal fabrication and repair.","{""Sheet Metal Fabrication"",""HVAC Installation"",""HVAC Repair""}",0.80,,,,completed,approved_download,2025-07-23 05:30:16.876963,,,2025-07-22 23:37:37.197793
1ST PROPANE OF WHATCOM CTY INC,1STPRWC001BG,CONSTRUCTION CONTRACTOR,2163 NATURES PATH WAY,,BLAINE,WA,98230,(360) 332-3121,"ECONOMY, KAL B",,HVAC,"1st Propane of Whatcom County provides propane services in Blaine, WA.","{""Propane delivery"",""Propane tank installation"",""Propane tank maintenance""}",0.80,,,,completed,approved_download,2025-07-23 18:15:58.216538,,,2025-07-22 23:37:37.197793
1ST QUALITY CONSTRUCTION,1STQUQC760OD,CONSTRUCTION CONTRACTOR,4711 S 71ST ST,,TACOMA,WA,98409,(253) 226-0045,"RAMOS-MONTOYA, LINO ALEJANDRO",https://www.procore.com/network/p/1st-quality-construction-llc-tacoma,General Contractor,"1st Quality Construction Llc is a construction company based in Tacoma, WA that specializes in various construction services.","{Framing,""General Contracting""}",0.80,,,,completed,approved_download,2025-07-23 18:15:45.234453,,,2025-07-22 23:37:37.197793
1st Class Drywall,1STCLCD863OS,CONSTRUCTION CONTRACTOR,2419 H SAND CANYON RD,,CHEWELAH,WA,99109,(509) 936-0997,"DONOHUE, STEVEN SCOTT",https://1st.net,Drywall,1st Class Drywall specializes in drywall installation and repair services.,"{""Drywall Installation"",""Drywall Repair"",Finishing,Taping}",0.80,,,,completed,approved_download,2025-07-23 05:29:52.055956,,,2025-07-22 23:37:37.197793
2 CANNON RIVER CONST LLC,2CANNCR782OA,CONSTRUCTION CONTRACTOR,106 W BAILEYSBURG LN,,DAYTON,WA,99328,(509) 520-3138,"WESTERGREEN, SHAUNA LEANN",,Handyman,"2 Cannon River Const LLC is a locally owned licensed and bonded contractor based in Dayton, WA, offering a range of construction services.","{""General Repairs"",Electrical,Roofing,HVAC,Framing,Foundations,Plumbing}",0.80,,,,completed,approved_download,2025-07-23 18:18:07.340252,,,2025-07-22 23:37:37.197793
2 RIVERS ABATEMENT LLC,2RIVERA754MQ,CONSTRUCTION CONTRACTOR,31505 S 2200 PR SE,,KENNEWICK,WA,99337,(509) 221-8207,"MCFADDEN, DEVON KINCADE",,Asbestos Abatement,"2 RIVERS ABATEMENT LLC specializes in asbestos abatement services in Kennewick, WA.","{""Asbestos removal"",""Asbestos inspection"",""Environmental remediation""}",0.80,,,,completed,approved_download,2025-07-23 18:20:28.268498,,,2025-07-22 23:37:37.197793
2112 HOMES LLC,2112HHL770OL,CONSTRUCTION CONTRACTOR,2112 N 149TH LANE,,SHORELINE,WA,98133,(206) 327-1925,"WINSTANLEY, MATTHEW",https://www.redfin.com/WA/Shoreline/2112-N-146th-St-98133/home/81572,Handyman,"2112 HOMES LLC is a licensed contractor based in Shoreline, WA, offering various home repair and improvement services.","{""Home Repair"",""General Maintenance"",""Home Improvement""}",0.80,,,,completed,approved_download,2025-07-23 18:26:01.231938,,,2025-07-22 23:37:37.197793
@ YOUR SERVICE HOME APPL RPR,YOURSYS884LO,CONSTRUCTION CONTRACTOR,13106 133RD PL NE,,KIRKLAND,WA,98034,(425) 814-9462,"HOLLAND, HUBIE FRANKLIN",,Handyman,At Your Service Home Appliance Repair provides repair services for various home appliances.,"{""Appliance Repair"",""Home Repair""}",0.80,,,,completed,approved_download,2025-07-23 03:16:09.276514,,,2025-07-22 23:37:37.197793
@HOME ESSENTIAL SERVICES LLC,HOMEEES784LC,CONSTRUCTION CONTRACTOR,2950 NEWMARKET ST  STE 101-285,,BELLINGHAM,WA,98226,(360) 919-6806,"KING, JENNIFER MARIE",,Handyman,"A contractor business providing essential home services in Bellingham, WA.","{""General home repairs"",""Maintenance services"",""Home improvement""}",0.80,,,,completed,approved_download,2025-07-23 03:16:01.490851,,,2025-07-22 23:37:37.197793
